,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,game,cloud
face,-0.055465184,0.07055727,-0.00091392547,0.03818797,-0.047772396,0.04333683,0.010100283,-0.0444578,0.0443594,0.038084004,0.042783882,0.02193655,0.024830375,-0.015842251,-0.04028178,-0.05886965,-0.0022818297,0.05994608,0.09381436,0.09101714,0.16613266,0.17267984,0.1665413,0.19924244,0.21569839,0.15808465,0.12171729,0.13648675,0.2925443,0.9999999,0.33930066,0.2657677,0.18432257,-0.035202526,-0.099485144,-0.10266738,-0.01540568,-0.04751034,-0.115701035,-0.10653816,-0.048872367,-0.06475804,-0.044895373,0.0037616994,-0.059974913,-0.09834437,-0.075860664,-0.13303539,-0.07799663,-0.122592136,0.0714655,-0.0058528148,-0.052882172,-0.02799201,-0.039114967,0.003613491,0.01884153,0.015562786,0.04578314,-0.0046451557,-0.014855267,-0.055020377,-0.032774866,0.033018738,0.044795178,-0.07961246,-0.0017587924,-0.006578611,0.012538286,-0.034015443,-0.014532901,-0.056212723,-0.08039891,-0.0747994,0.024847308,-0.11117309,0.02304278,-0.03609983,-0.06716065,-0.022239476,-0.047430467,-0.017976942,-0.042373337,0.016535742,-0.05299849,-0.00860123,0.00069859996,-0.0052123163,-0.04436166,-0.02381024,-0.073751226,-0.029755844,-0.047195315,-0.0229242,-0.056435473,-0.012399627,0.016298026,-0.017439652,-0.01748402,0.014424328,-0.09490321,-0.10506277,-0.051551603,-0.04284151,0.06512936,-0.00721671,0.048506,0.008288117,-0.01724632,-0.017244738,-0.046016715,-0.020841544,-0.032966107,-0.0322325,-0.06263322,-0.030672014,-0.07971264,-0.08759548,-0.06839432,-0.049025472,-0.029831687,-0.057884082,-0.08775507,-0.09874472,-0.14582962,-0.027211487,-0.039205242,-0.1256679,-0.071700834,-0.08194685,-0.14884436,-0.008928767,-0.039724544,-0.015138724,0.039702453,0.03576303,-0.031648014,-0.05294598,-0.08363433,-0.055407256,0.04543585,0.07025885,0.04293114,-0.027377125,0.002029078,-0.042017344,-0.017320989,-0.017684396,0.016099077,-0.054259293,0.026358914,0.010814516,0.08730027,-1.4079735e-05,-0.045512863,-0.010731947,-0.07208857,-0.019439207,-0.0018023807,0.018831175,-0.0060312785,0.03571532,0.015360856
nose,-0.084729016,-0.09099083,-0.087734364,-0.055669703,-0.021590386,0.026236147,0.018741315,-0.13186494,0.042443242,-0.05842541,-0.047302842,0.002668012,-0.015197259,0.011210709,-0.023635391,-0.10656953,-0.06786075,-0.081240304,-0.03988009,0.26417658,0.3160364,0.34844965,0.38694352,0.31841224,0.2836011,0.22561572,0.16603974,0.4196555,0.51135045,0.33930066,0.99999976,0.7895722,0.45495003,-0.02905492,-0.10596807,-0.032107342,-0.079943314,-0.15033911,-0.11777474,-0.11278952,-0.062350873,-0.071709886,-0.013574202,0.053904414,-0.100569904,-0.024118625,-0.11254588,-0.15421054,-0.13226306,-0.11679726,-0.05058624,-0.11559464,-0.11483245,-0.09066272,-0.11426054,-0.10185003,-0.07603341,0.06980223,-0.03497774,0.09735285,0.05433512,-0.07790545,-0.051100116,-0.07490858,0.020723721,0.03332919,0.021716181,-0.016998144,-0.065058984,-0.061832614,-0.12636797,-0.0023810137,-0.08948875,0.0051536616,0.013716068,-0.07125396,-0.10286279,-0.109110266,-0.12588206,-0.00998381,0.008861309,-0.013554619,0.04708686,0.009356846,-0.019165978,-0.0014201291,0.05316352,-0.020670699,0.02279678,0.04158481,-0.016401444,0.027072238,-0.061446987,0.0035084859,0.005618976,0.089657746,0.05438877,0.018099912,-0.03817197,-0.025242656,-0.05294838,-0.1346511,-0.18418624,-0.088140145,0.007860301,-0.016513558,-0.03667719,-0.051855087,-0.08626555,-0.066976056,0.013405999,0.0070507536,0.041097205,0.0020902269,-0.044508398,-0.080668814,-0.13264084,-0.13022381,0.10348134,0.0053880624,-0.03829834,-0.03603141,-0.06567394,-0.21798782,-0.15692881,-0.022444554,0.03712422,-0.07193962,-0.08109265,-0.041498516,-0.12912653,0.048535608,0.053066503,-0.050127283,0.04686057,0.063126065,-0.13389838,-0.11464863,-0.06715064,-0.08289225,0.010110827,0.018294135,0.013732595,-0.05134868,0.02582487,-0.04560692,-0.061095417,-0.020693857,0.053879328,0.009359134,-0.035439484,-0.067874685,-0.07014206,0.021205239,-0.06167326,-0.101540625,-0.09890154,-0.06926359,-0.11432823,-0.050253768,-0.104392156,-0.0888842,0.1410632
mouth,-0.058138713,-0.09142304,-0.06288156,-0.109837815,-0.04235093,0.024414236,-0.05747064,-0.13497494,0.007330116,-0.028105773,-0.09771487,-0.051758766,-0.063214384,-0.057577692,-0.045984283,-0.12149124,-0.08929701,-0.05662919,-0.05418323,0.2574693,0.28393775,0.31659836,0.30085534,0.24472702,0.26260042,0.25563803,0.2270984,0.31078526,0.34713626,0.2657677,0.7895722,0.99999976,0.58914244,-0.034620628,-0.076199554,-0.035423398,-0.06851959,-0.1343679,-0.06339568,-0.08839297,-0.02067211,-0.0733417,-0.021097135,-0.04406597,-0.10161829,-0.0037797205,-0.060579725,-0.07900526,-0.07822161,-0.124468066,-0.043692123,-0.039103016,-0.06596053,-0.04163127,-0.12466276,-0.12280527,-0.04334209,0.022939915,-0.06626089,-0.014037031,-0.029075962,-0.06739365,-0.037493072,-0.04676281,0.0058627236,0.062538035,0.024306178,0.008744877,-0.06437288,-0.04467783,-0.15902391,-0.041173864,-0.041859668,0.043681115,-0.043377414,-0.0034979433,-0.03210202,-0.10757516,-0.097643755,0.04503451,0.018996237,0.037926234,-0.017341223,-0.025835313,-0.07112312,-0.03674085,0.02656208,0.043416753,0.00670683,-0.0129784215,0.02369391,0.022887086,-0.08769737,-0.04874635,-0.043850094,0.035064485,0.02381101,0.0043550804,-0.04420829,0.008303974,-0.104057446,-0.12909926,-0.14378744,-0.086044714,0.087974206,0.08840392,0.005144328,-0.021389894,-0.058195714,-0.1001227,-0.01258089,-0.023848502,-0.024769355,-0.009183588,-0.04645423,-0.06811045,-0.12759295,-0.10738261,0.07415689,-0.0006374903,-0.07550367,-0.027906116,-0.031028973,-0.16744724,-0.14735547,-0.033789277,0.0045199874,-0.094465345,-0.062458992,-0.055334017,-0.094818056,0.0805724,0.06692173,-0.017012343,0.106443,0.08376462,-0.111473,-0.12798776,-0.028912812,-0.04902421,0.0023066774,0.06005731,0.032520786,0.017985553,0.09136554,0.03290735,-0.075888306,-0.051923394,0.067929156,-0.0358005,-0.012108028,-0.04529959,-0.11366609,0.058268636,-0.12979797,-0.05850207,0.005044285,0.015375011,-0.04214976,-0.07045902,-0.052852318,-0.105278835,0.05237978
tooth,-0.075025134,-0.09436439,-0.062040724,-0.12613228,-0.0026825443,0.040045016,-0.023148557,-0.15335968,0.023788337,0.06308362,-0.05840727,-0.05132418,0.025978295,-0.05334469,-0.008569331,-0.10478747,-0.07716974,-0.021890227,-0.06611175,0.31532067,0.27624273,0.25952345,0.26871502,0.20065406,0.10754174,0.1278059,0.21457154,0.22950411,0.2416997,0.18432257,0.45495003,0.58914244,1.0000001,0.0232591,-0.025641965,0.017362399,-0.040612202,-0.15017906,-0.05566851,-0.0679215,0.0043724095,-0.022356529,-0.049024142,0.027658032,-0.10749832,0.010829458,-0.0844387,-0.051379908,-0.09954559,-0.14449084,-0.032991767,-0.02974376,-0.16511554,-0.00718081,-0.11468334,-0.052629903,-0.025248265,-0.02221138,-0.105046764,-0.050034463,-0.06073369,-0.037904635,-0.05249624,-0.10656408,-0.026524782,0.054764315,0.043721348,-0.048706636,-0.048611756,-0.02165254,-0.09325698,0.007774908,-0.020372463,-0.051368665,-0.040762216,0.011633139,-0.0021745693,-0.1460695,-0.07408831,0.05600547,-0.008853,-0.004466408,0.03470251,-0.065534204,0.057522114,-0.014434239,0.0051980554,0.0452723,0.0016963761,0.02588108,0.06926228,-0.00080392323,-0.055026144,-0.052487552,-0.021544812,0.014892108,-0.009309481,-0.059445925,-0.02721597,-0.0041164258,-0.08399089,-0.086740494,-0.09589009,-0.06451258,0.2582757,0.17078315,-0.01267457,-0.012661879,-0.041798674,-0.09693453,0.013845627,-0.012141979,-0.102198616,-0.09345839,-0.07802489,-0.0029653367,-0.052311413,-0.064809196,0.012577429,-0.059670486,-0.07002587,-0.004203245,-0.013551621,-0.17149638,-0.18436313,-0.10285863,-0.014355093,-0.12203342,-0.071735084,-0.11028525,-0.11138056,0.18420908,0.103856355,0.044847187,-0.022704333,0.062124807,-0.058061495,-0.093093246,-0.053002298,-0.026989944,-0.0010920186,-0.03478346,-0.06788756,-0.013827005,0.05003366,0.0442526,-0.016836137,-0.035872124,-0.023726491,-0.0103825815,0.06026757,-0.019053357,-0.08740058,0.12701848,-0.07129859,-0.013461921,0.00016576052,-0.08196814,0.017019453,-0.048759226,-0.05229112,-0.043107115,-0.09378764
shower,-0.11810836,-0.064436786,-0.11382045,-0.1227521,-0.11492857,0.00035674963,-0.067839675,-0.08659416,-0.0976979,-0.09354816,-0.091059685,-0.13710965,-0.086513996,-0.11025308,-0.1328548,-0.10407366,-0.07080268,-0.050212976,-0.0763726,0.036064655,0.018365024,-0.07004504,-0.07959789,-0.066441834,-0.11229754,-0.007876873,0.02598437,0.008915499,-0.09701222,-0.035202526,-0.02905492,-0.034620628,0.0232591,0.9999999,0.79937947,0.6634898,0.3742727,0.28821015,0.30042613,0.4487705,0.49526447,0.28933004,0.3151347,0.31795436,0.085352644,0.29189026,0.11528666,0.19019185,0.11488176,0.12479244,0.07215673,0.08828888,0.023543226,0.07851294,-0.033558235,0.12188572,0.044870727,-0.07153977,-0.08013596,-0.11499474,0.14858368,0.066775486,0.14085606,0.038163077,0.06563622,-0.119273186,-0.11441429,-0.13543734,-0.105544776,-0.14397207,-0.12900911,-0.1353929,-0.052391425,-0.05233246,-0.07615489,-0.12484594,-0.02125911,-0.034676496,0.04937475,-0.042629674,-0.06581752,-0.09394023,-0.052355975,-0.13274215,-0.17033443,-0.20371392,-0.17147078,-0.17228566,-0.1430253,-0.14388393,-0.13520831,-0.1856137,-0.15287004,-0.14842278,-0.09386151,-0.109611206,-0.044388823,-0.022994246,-0.116520286,-0.10671121,0.023607343,-0.04734698,0.004843805,-0.034387637,0.13626869,-0.058204114,0.13259709,0.04495075,0.03876078,0.0009306539,-0.12787206,-0.15639308,-0.09067815,-0.06718473,-0.016818058,0.017783508,-0.010674482,0.0142491525,0.03236288,0.023539037,-0.04435059,0.05381864,-0.07036397,0.0031128768,0.12761885,-0.03632026,-0.044690922,-0.0364257,0.26188505,0.11461796,0.15650865,-0.11309631,0.213008,-0.021121524,-0.100594975,-0.004087452,0.07340026,0.09027526,0.039059114,0.048625335,-0.024228485,-0.065748364,-0.078443594,-0.018939113,-0.0034424313,-0.049728893,-0.044119492,-0.1089589,-0.058607765,0.018445991,-0.06926128,-0.113182195,-0.1056522,-0.03823752,-0.057983533,-0.0014591636,-0.051136605,-0.09886269,-0.021365736,0.0425881,0.016624127,0.0032487682,-0.123851776
bathtub,-0.08093575,-0.032307878,-0.113364816,-0.14712417,-0.11554913,-0.03332449,-0.06116145,-0.08960617,-0.09887037,-0.06532884,-0.08945554,-0.13987029,-0.052951377,-0.13189605,-0.123309754,-0.07695405,-0.037393555,-0.04911764,-0.061690353,0.036577232,0.0031900275,-0.07821063,-0.12991321,-0.07711485,-0.13902164,-0.021541568,0.02321617,-0.058126945,-0.13266622,-0.099485144,-0.10596807,-0.076199554,-0.025641965,0.79937947,1.0,0.77590364,0.20231912,0.20401771,0.34214962,0.47385418,0.32401597,0.24808827,0.1659105,0.20527545,0.097041436,0.24436888,0.16714765,0.20915133,0.12568267,0.13469374,0.073257886,0.08770099,0.038610745,0.1840511,-0.037248738,0.0684295,0.029386258,-0.08607426,-0.1046495,-0.10501725,0.15903798,0.068196155,0.087534994,-0.022111626,-0.07606834,-0.11172949,-0.19280323,-0.18759176,-0.120275676,-0.1898602,-0.13412665,-0.15984395,-0.12740824,-0.12850551,-0.09190504,-0.105978355,-0.04112277,-0.09481073,0.07098939,0.0136934025,-0.07958627,-0.12586652,-0.04885815,-0.08483701,-0.15277024,-0.12384337,-0.12224332,-0.1274287,-0.1023369,-0.113335006,-0.058569368,-0.15549009,-0.0957108,-0.11221078,-0.11655992,-0.10713807,-0.06953478,-0.059995614,-0.094989404,-0.089384675,0.047544234,-0.08130492,0.010657167,-0.05842854,0.119155355,-0.04965523,0.12779199,0.09205261,0.07598756,-0.012288473,-0.1651237,-0.16506135,-0.07825435,0.019141454,0.14460409,0.1923597,0.05437154,0.09800322,0.04445284,-0.009273217,-0.06858139,0.15029508,-0.13204278,0.09790419,0.21074681,-0.026976401,-0.06562322,-0.037109826,0.32104927,0.14376917,0.2527815,-0.09078821,0.33759877,0.016658792,-0.05530116,-0.031484857,0.06852364,0.041925948,-0.002791267,0.005006153,-0.015666306,-0.013013723,-0.049413674,-0.0016770309,-0.03867609,-0.038519636,-0.077760056,-0.13230503,-0.07014059,0.08592819,-0.059304185,-0.04512145,-0.05868141,-0.08198227,-0.080471255,-0.010223986,-0.047792595,-0.06145359,0.0012606094,0.0036476376,0.015645131,-0.047116518,-0.12984869
sink,-0.13931069,-0.065441445,-0.111662656,-0.13265316,-0.12652043,-0.07505381,-0.09902951,-0.13984646,-0.14347078,-0.10133899,-0.1290173,-0.12511548,-0.09340395,-0.14450455,-0.1388022,-0.16160914,-0.123701625,-0.041804735,-0.04767441,-0.030201472,-0.06266163,-0.113291785,-0.11628674,-0.08059711,-0.1636697,-0.09232351,-0.0580004,-0.0029860046,-0.06258153,-0.10266738,-0.032107342,-0.035423398,0.017362399,0.6634898,0.77590364,1.0000001,0.32451314,0.36218476,0.27235043,0.38099745,0.34955466,0.3624637,0.15199316,0.219877,0.079626724,0.22304828,0.09763737,0.2743863,0.12735806,0.16435319,0.09447738,0.026381426,0.0015942939,0.038907573,-0.07268846,0.0055083456,0.013067905,-0.10900287,-0.13425109,-0.10546401,0.19877385,0.07138098,0.03492006,-0.046223257,-0.08620338,-0.11706489,-0.16135047,-0.14726137,-0.1256752,-0.20153086,-0.13347068,-0.116292566,-0.11846703,-0.13021226,-0.106287,-0.08712505,-0.062568836,-0.072705165,0.028645683,-0.03547507,-0.088262215,-0.1626755,0.025519537,-0.12547918,-0.1681183,-0.15517999,-0.1801081,-0.099467486,-0.08956446,-0.11436246,-0.08306569,-0.12011732,-0.13805601,-0.14156474,-0.15869215,-0.076598845,-0.10089488,-0.031035937,-0.106680706,-0.1142129,0.1695174,0.026895866,0.010057338,0.04804054,0.18578742,-0.05793078,0.19782202,0.14294589,0.1040308,0.033227995,-0.08891833,-0.15794995,-0.02555348,0.057286225,0.2746073,0.21054316,0.20134276,0.25373203,0.19241656,0.10730856,0.042258587,0.13372512,-0.032539226,0.024742186,0.3105703,-0.018929245,-0.024238292,0.086396396,0.28181478,0.09623516,0.21206377,-0.07416633,0.31807894,0.03901566,-0.119385056,-0.055636726,-0.013821064,-0.004295878,-0.018545792,-0.036888175,-0.08091378,-0.053304806,-0.035841316,-0.008846463,-0.067840785,-0.08043271,-0.08440726,-0.13400014,-0.05388547,0.00567943,-0.088189825,-0.060463566,-0.05950558,-0.049847744,-0.04143942,0.007867948,-0.03777217,-0.10342019,-0.003341046,-0.029119883,0.018161852,-0.014137852,-0.16457546
refrigerator,-0.038466796,-0.15064967,-0.14450505,-0.096737884,-0.10508947,-0.0690151,-0.11952091,-0.08281221,-0.0742043,-0.069722876,-0.023130503,-0.02288157,-0.05558018,-0.03865044,-0.04327274,-0.06770317,-0.050937783,-0.02392374,0.00048486702,-0.10775401,-0.05465453,-0.09279817,-0.032372296,-0.057540916,-0.062408917,-0.08051634,-0.091368355,-0.0573494,-0.16668467,-0.01540568,-0.079943314,-0.06851959,-0.040612202,0.3742727,0.20231912,0.32451314,0.9999999,0.67767423,0.1906922,0.17964774,0.4011444,0.2708958,0.2589512,0.17371939,0.14099126,0.13024834,0.022092402,0.18056814,0.09834288,0.041039202,0.12966932,0.07722141,0.045625236,-0.005881401,-0.035154533,0.09581171,0.12851919,-0.040339597,-0.0008452106,-0.071238875,0.0017242283,-0.0056122374,0.099085785,-0.027868494,0.012986426,0.00040378422,0.031589948,-0.014744352,-0.014890395,-0.045335013,-0.0077558346,0.086331144,0.07123528,0.015938992,0.028955344,0.019744916,0.06500469,0.115199074,0.033672508,0.008919523,-0.04554212,-0.042311203,0.04735646,-0.08211175,-0.054542206,-0.05415949,-0.024207652,0.059855267,-0.06457494,0.0051174248,-0.03937203,-0.018422555,-0.1428129,-0.12621017,-0.08112352,-0.18457371,-0.062399633,-0.06887172,-0.0965296,-0.12776028,0.03810066,0.10499288,0.11441982,-0.030244969,0.043715216,-0.10195746,0.20745382,-0.060533945,-0.03207033,-0.005690042,-0.093414694,-0.09863614,-0.09722175,-0.024422389,-0.059972942,-0.059203375,0.0066452716,0.011704605,0.046617575,0.01435215,0.07965207,-0.009902682,0.06456775,-0.098414555,0.05611589,0.08016227,0.041411012,-0.044249047,0.005364446,-0.05894506,-0.057820402,-0.05159104,-0.03155835,-0.10015941,-0.120936476,-0.051205438,0.054187126,-0.017628897,-0.057519108,-0.029105831,-0.041290116,-0.16098987,-0.12527892,-0.018287241,-0.03280495,-0.040662244,-0.06901847,-0.13603327,-0.16687238,-0.09622087,-0.09812848,-0.175855,-0.026067661,-0.13224375,-0.15116191,-0.08544016,-0.13051403,-0.16926707,-0.018522944,0.06926964,0.14983425,-0.042200938,-0.0560188
oven,-0.064284965,-0.11430612,-0.115275,-0.112215355,-0.16933969,-0.06261497,-0.1440795,-0.037408676,-0.09828064,-0.0740516,-0.08045075,-0.02639804,-0.12832431,-0.1227455,-0.12981345,-0.12045273,-0.084122926,0.017832637,-0.0034120642,-0.16467074,-0.13953993,-0.15628672,-0.07586021,-0.122571364,-0.10327395,-0.06178001,-0.06949702,-0.030996915,-0.12488653,-0.04751034,-0.15033911,-0.1343679,-0.15017906,0.28821015,0.20401771,0.36218476,0.67767423,1.0000002,0.17671236,0.22388637,0.30872542,0.3617345,0.18861112,0.19299832,0.14652771,0.17490362,0.06791872,0.21847346,0.063345954,0.04508888,0.076842904,0.11724594,0.019066023,0.022048058,0.022258138,0.14053224,0.040849693,-0.07401243,-0.022233669,-0.14915748,-0.017179124,0.00066398457,0.05856774,-0.03880163,-0.045974314,-0.023457583,0.020405876,0.07668755,0.0842741,0.121213846,0.12560454,0.08479582,0.11658925,0.059969336,0.10147811,0.072380856,0.14328603,0.12199345,0.0957161,0.04035476,-0.047879383,-0.020154722,-0.109736905,-0.054339774,-0.09152,-0.07615652,-0.044994354,-0.07079567,-0.15819436,-0.09088818,-0.05112629,-0.046590474,-0.06008593,-0.14428023,-0.059804484,-0.10185999,-0.021729693,-0.08974345,-0.12817544,-0.13757078,0.057739835,0.14000136,0.2522496,0.0707293,-0.0117974095,-0.12347406,0.23063523,0.00020121038,-0.036943816,0.011920337,-0.077337936,-0.16097671,-0.11899711,0.026215706,0.0015497282,-0.045159966,0.076135516,0.09645891,-0.044027783,-0.03524884,-0.10660261,-0.11611013,0.037268218,-0.0061353873,0.23541965,0.006872218,-0.076383345,0.010840726,0.031203654,0.02610433,0.030198576,-0.17919023,-0.060895056,-0.103440456,-0.19911629,-0.1327671,-0.015126398,-0.055535093,-0.09694466,-0.044117786,-0.045997594,-0.12280379,0.00085198577,-0.026275825,-0.029706884,-0.05686423,-0.046016954,-0.08911879,-0.1022408,-0.07593321,-0.12624209,-0.112503305,0.018270668,-0.14483663,-0.09586106,-0.0274134,-0.06688679,-0.13174063,0.048151568,0.101143345,0.2987692,0.015952671,-0.09619668
couch,-0.15492584,-0.12105151,-0.11088297,-0.15410796,-0.09928789,-0.06451697,-0.115179524,-0.15459007,-0.16732964,-0.14025083,-0.13304776,-0.09312574,-0.06494932,-0.12845363,-0.14054877,-0.07039269,-0.05344237,-0.005437771,-0.03609502,-0.023660865,-0.086170636,-0.046505813,-0.076686725,-0.042036034,-0.058954198,-0.027587123,0.03896858,-0.021025103,-0.039777506,-0.115701035,-0.11777474,-0.06339568,-0.05566851,0.30042613,0.34214962,0.27235043,0.1906922,0.17671236,0.99999976,0.5532858,0.42006218,0.21112715,0.15739454,0.19066998,0.12848955,0.3255276,0.33806324,0.41914356,0.38829875,0.23887342,0.008135367,0.048174042,0.05253758,0.03612613,-0.067530066,-0.045122635,0.07225491,-0.020040244,0.045511466,-0.067530245,0.0015099394,0.043011192,0.121629275,0.038751952,-0.045285497,-0.12804629,-0.15042643,-0.13108014,-0.1367868,-0.1545675,-0.11198868,-0.16210306,-0.0769086,-0.043594103,-0.15760653,-0.1499564,-0.081425965,-0.1091035,-0.0887756,-0.13693419,-0.088355795,-0.10715599,-0.1746825,-0.21402335,-0.17309499,-0.16732422,-0.14295627,-0.13493565,-0.17578012,-0.20584986,-0.17712542,-0.18071282,-0.18688813,-0.094000146,-0.0962881,0.036237195,-0.0056378497,-0.08562518,-0.13129409,-0.07672512,-0.10137561,-0.094460815,-0.04887325,-0.07141236,-0.059821706,-0.07726624,0.19909963,0.041897375,0.016492873,-0.11428718,-0.15148391,-0.11887653,-0.07747923,-0.037520252,0.08513787,0.07332997,0.09667009,0.062802464,-0.005760203,-0.08277459,-0.09137125,-0.08331151,-0.11192784,0.07593299,0.15738204,0.071845695,-0.021862157,0.045851722,0.2581664,0.34031975,0.49853024,-0.08954512,-0.008934382,-0.10218775,-0.0055767316,-0.0061230185,0.16921034,0.1378878,0.13329417,0.19293417,0.151621,0.13698605,0.08381651,0.15133783,0.11615103,0.13950458,0.041451152,-0.025035404,0.021883711,0.10004393,0.031380646,-0.0472518,-0.039567456,0.039754227,0.019564305,0.22459564,0.07235931,0.008821829,0.060196538,0.032212347,0.04184578,0.022194806,-0.088499755
bed,-0.06273587,-0.12557204,-0.08076123,-0.102595754,-0.05774689,-0.07040323,-0.108136736,-0.068315946,-0.10928945,-0.12503344,-0.095264785,-0.060212635,-0.058367588,-0.053294584,-0.06520812,-0.05091068,-0.0023893674,-0.04097984,-0.042937107,0.034827042,-0.042325526,-0.038598984,-0.12824206,-0.10777139,-0.13117748,-0.0014150776,0.016310448,-0.04583033,-0.06338974,-0.10653816,-0.11278952,-0.08839297,-0.0679215,0.4487705,0.47385418,0.38099745,0.17964774,0.22388637,0.5532858,1.0,0.52759296,0.2739268,0.23667747,0.28337735,0.1199612,0.53508997,0.14593978,0.28715897,0.2053955,0.22113344,0.031992357,0.04434096,0.023755841,0.06316126,-0.03334361,-0.008314826,0.040680192,-0.036290735,-0.016911708,-0.16045392,-0.08009476,-0.031137343,0.0712758,-0.01794716,0.013801087,-0.1930202,-0.2039966,-0.17154375,-0.10208461,-0.06263135,-0.17000842,-0.1468195,-0.06736956,-0.059271894,-0.11449274,-0.11963808,-0.057584126,-0.097301155,-0.08507927,-0.09479089,-0.10222577,-0.13449372,-0.15189677,-0.116588295,-0.21742299,-0.17211019,-0.18584535,-0.18715829,-0.12245078,-0.15157506,-0.14786549,-0.13089341,-0.13805093,-0.04683573,-0.088294156,-0.044265084,-0.013492269,-0.104529426,-0.14368658,-0.075904794,-0.012840624,-0.06878678,0.005479212,-0.06953677,0.015843838,-0.09705958,0.1681712,0.023317058,-0.010454692,-0.09352869,-0.14701182,-0.14473441,-0.114981115,0.0031339265,0.06625332,-0.06313262,0.11056297,0.06476071,-0.04424099,-0.031118762,-0.14949787,-0.16811672,-0.13352816,0.048671633,0.15531056,-0.05190174,-0.13546449,0.039596535,0.35684517,0.38369578,0.62198883,-0.13175914,0.026482066,-0.076642185,-0.08138321,-0.054697163,0.1700468,0.3065439,0.13402273,0.11365349,0.090966955,0.043110408,0.011187149,0.13032298,0.06477055,0.053930335,-0.055433284,-0.102400675,-0.028804954,0.13435137,-0.030546285,-0.022191677,0.044990413,0.004427316,0.0015855933,0.05097884,-0.007952049,-0.0020912625,0.023068786,0.11449708,-0.0018487759,0.052074775,-0.12790535
closet,-0.13093545,-0.1677402,-0.13965568,-0.1312306,-0.07873294,-0.09851777,-0.13416137,-0.1764971,-0.21428855,-0.20243211,-0.17268203,-0.10441103,-0.13777345,-0.10158576,-0.094219245,-0.13673006,-0.06732993,-0.09379353,-0.07441619,-0.060692027,-0.12744907,-0.13528843,-0.1234692,-0.09703213,-0.0778153,-0.030695394,0.027192717,0.029251456,-0.07284569,-0.048872367,-0.062350873,-0.02067211,0.0043724095,0.49526447,0.32401597,0.34955466,0.4011444,0.30872542,0.42006218,0.52759296,1.0000002,0.59853786,0.38991943,0.32373992,0.11747649,0.38977253,0.17652702,0.36477217,0.27281803,0.16245565,-0.0017182566,0.0038716812,0.021504167,-0.010836087,-0.082983226,-0.01075305,0.021902557,-0.054783426,0.101119235,-0.14791909,-0.093333825,-0.037502803,0.098224446,0.049302254,0.123450585,-0.15022798,-0.1702807,-0.14327314,-0.14580177,-0.17123404,-0.1790578,-0.16120344,-0.09445687,-0.123696774,-0.12789106,-0.057904914,-0.06952967,-0.06437014,-0.09241672,-0.15841869,-0.08350872,-0.13641271,-0.07727423,-0.1448207,-0.2501396,-0.19304857,-0.19221725,-0.120147854,-0.10981711,-0.19735813,-0.15994003,-0.12050992,-0.13895711,-0.10880131,-0.103441045,0.0074247085,0.07134194,-0.09051607,-0.12394057,-0.013713003,-0.0104219,-0.08326,-0.019959684,0.003243614,0.08371523,-0.057201046,0.1922412,0.073972136,0.07926772,-0.13040863,-0.0908561,-0.119854726,-0.11721034,-0.06263849,-0.009068131,-0.051087555,0.100323424,0.0384001,-0.021706507,0.04394245,-0.059417024,-0.09225243,-0.03722094,0.110383235,0.25057054,0.09575936,-0.03195722,0.076493755,0.31460023,0.27258945,0.2556001,-0.1209363,-0.021392958,-0.09844578,-0.13080731,-0.05206437,0.19289124,0.23725316,0.2009664,0.2052991,0.16322944,0.04905128,0.028433528,0.12800066,0.1108103,0.09017994,-0.046547435,-0.09365475,-0.0695099,0.028614815,-0.01965333,-0.11275764,-0.00042026117,0.030341957,0.004421071,0.11771918,0.052435488,0.0138558615,-0.01734931,0.097534955,0.040686563,0.0064193583,-0.06117408
