,penguin,duck,bird,owl,butterfly,fish,frog,rooster,pig,alligator,bear,deer,elephant,giraffe,zebra,pony,horse,dog,cat,toe,foot,ankle,finger,hand,arm,leg,hair,ear,eye,face,nose,mouth,tooth,shower,bathtub,sink,refrigerator,oven,couch,bed,closet,drawer,door,window,stroller,crib,bench,table,chair,lamp,car,motorcycle,tricycle,boat,helicopter,firetruck,truck,snow,tree,grass,sprinkler,hose,slide,swing,ladder,chips,cracker,cookie,muffin,pastry,bread,toast,sandwich,hamburger,meat,pasta,pizza,sauce,soup,applesauce,raisin,pickle,milk,egg,corn,carrot,potato,banana,orange,strawberry,melon,apple,pumpkin,flower,plant,glasses,book,pen,pencil,crayon,spoon,fork,knife,scissors,toothbrush,comb,vacuum,mop,broom,shovel,nail,stick,rock,coffee,cup,bowl,dish,plate,glass,jar,bottle,bucket,can,basket,tray,box,paper,napkin,towel,blanket,pillow,gum,soap,tape,ball,balloon,dress,pajamas,shirt,jacket,coat,sweater,scarf,pants,shorts,jeans,glove,mitten,sock,slipper,shoe,toy,doll,necklace,bib,purse,belt,hat,watch,clock,radio,game,cloud
bathtub,1.0809357,1.0323079,1.1133648,1.1471242,1.1155491,1.0333245,1.0611614,1.0896062,1.0988704,1.0653288,1.0894555,1.1398703,1.0529513,1.131896,1.1233097,1.076954,1.0373936,1.0491177,1.0616903,0.9634228,0.99680996,1.0782106,1.1299132,1.0771148,1.1390216,1.0215416,0.9767838,1.0581269,1.1326662,1.0994852,1.1059681,1.0761995,1.0256419,0.20062053,0.0,0.22409636,0.79768085,0.7959823,0.6578504,0.5261458,0.675984,0.75191176,0.8340895,0.7947246,0.9029586,0.7556311,0.83285236,0.7908487,0.87431735,0.86530626,0.92674214,0.91229904,0.96138924,0.8159489,1.0372487,0.93157053,0.9706137,1.0860742,1.1046495,1.1050173,0.84096205,0.9318038,0.912465,1.0221117,1.0760684,1.1117295,1.1928033,1.1875918,1.1202757,1.1898602,1.1341267,1.1598439,1.1274083,1.1285055,1.091905,1.1059784,1.0411228,1.0948107,0.9290106,0.9863066,1.0795863,1.1258665,1.0488582,1.084837,1.1527703,1.1238434,1.1222433,1.1274287,1.1023369,1.113335,1.0585693,1.15549,1.0957108,1.1122108,1.11656,1.107138,1.0695348,1.0599957,1.0949894,1.0893847,0.95245576,1.0813049,0.9893428,1.0584285,0.88084465,1.0496552,0.872208,0.9079474,0.9240124,1.0122885,1.1651237,1.1650614,1.0782543,0.98085856,0.8553959,0.8076403,0.94562846,0.9019968,0.95554715,1.0092732,1.0685813,0.8497049,1.1320428,0.9020958,0.7892532,1.0269763,1.0656232,1.0371099,0.6789507,0.85623085,0.7472185,1.0907882,0.6624012,0.9833412,1.0553012,1.0314848,0.93147635,0.95807403,1.0027913,0.99499387,1.0156662,1.0130137,1.0494137,1.001677,1.0386761,1.0385196,1.0777601,1.132305,1.0701406,0.9140718,1.0593042,1.0451214,1.0586814,1.0819823,1.0804713,1.010224,1.0477926,1.0614536,0.99873936,0.9963524,0.98435485,1.0471165,1.1298487
sink,1.1393107,1.0654415,1.1116626,1.1326531,1.1265204,1.0750538,1.0990295,1.1398464,1.1434708,1.101339,1.1290174,1.1251155,1.0934039,1.1445045,1.1388022,1.1616092,1.1237016,1.0418048,1.0476744,1.0302014,1.0626616,1.1132917,1.1162868,1.0805972,1.1636697,1.0923235,1.0580004,1.002986,1.0625815,1.1026673,1.0321074,1.0354234,0.9826376,0.33651018,0.22409636,0.0,0.67548686,0.63781524,0.72764957,0.6190026,0.65044534,0.6375363,0.84800684,0.780123,0.92037326,0.77695173,0.90236264,0.7256137,0.8726419,0.8356468,0.90552264,0.97361857,0.9984057,0.9610924,1.0726885,0.99449164,0.9869321,1.1090028,1.1342511,1.105464,0.80122614,0.928619,0.96507996,1.0462233,1.0862033,1.117065,1.1613505,1.1472614,1.1256752,1.2015308,1.1334707,1.1162926,1.1184671,1.1302123,1.106287,1.0871251,1.0625688,1.0727051,0.9713543,1.035475,1.0882622,1.1626755,0.97448045,1.1254792,1.1681182,1.15518,1.1801081,1.0994675,1.0895644,1.1143625,1.0830657,1.1201173,1.138056,1.1415647,1.1586921,1.0765989,1.1008949,1.0310359,1.1066808,1.1142129,0.8304826,0.9731041,0.98994267,0.9519595,0.81421256,1.0579308,0.80217797,0.8570541,0.8959692,0.966772,1.0889183,1.1579499,1.0255535,0.9427138,0.7253927,0.78945684,0.79865724,0.746268,0.80758345,0.89269143,0.95774144,0.8662749,1.0325392,0.9752578,0.6894297,1.0189292,1.0242383,0.9136036,0.7181852,0.90376484,0.7879362,1.0741663,0.68192106,0.96098435,1.119385,1.0556368,1.013821,1.0042958,1.0185457,1.0368881,1.0809138,1.0533048,1.0358413,1.0088465,1.0678408,1.0804327,1.0844072,1.1340002,1.0538855,0.9943206,1.0881898,1.0604635,1.0595056,1.0498477,1.0414394,0.99213207,1.0377722,1.1034201,1.0033411,1.0291198,0.98183817,1.0141379,1.1645755
refrigerator,1.0384668,1.1506497,1.144505,1.0967379,1.1050894,1.0690151,1.1195209,1.0828122,1.0742043,1.0697229,1.0231305,1.0228816,1.0555801,1.0386504,1.0432727,1.0677031,1.0509378,1.0239238,0.9995151,1.107754,1.0546545,1.0927982,1.0323722,1.0575409,1.0624089,1.0805163,1.0913683,1.0573494,1.1666846,1.0154057,1.0799433,1.0685196,1.0406122,0.6257273,0.79768085,0.67548686,0.0,0.32232577,0.8093078,0.82035226,0.5988556,0.72910416,0.7410488,0.8262806,0.8590087,0.8697517,0.9779076,0.81943184,0.9016571,0.9589608,0.8703307,0.9227786,0.9543748,1.0058814,1.0351546,0.9041883,0.8714808,1.0403396,1.0008452,1.0712389,0.99827576,1.0056123,0.9009142,1.0278685,0.9870136,0.99959624,0.9684101,1.0147444,1.0148904,1.045335,1.0077559,0.9136689,0.9287647,0.984061,0.97104466,0.98025507,0.9349953,0.8848009,0.9663275,0.99108046,1.0455421,1.0423112,0.9526435,1.0821117,1.0545422,1.0541595,1.0242076,0.9401447,1.064575,0.9948826,1.0393721,1.0184226,1.1428128,1.1262102,1.0811235,1.1845737,1.0623996,1.0688717,1.0965296,1.1277603,0.96189934,0.89500713,0.8855802,1.030245,0.95628476,1.1019574,0.79254615,1.060534,1.0320703,1.0056901,1.0934147,1.0986362,1.0972217,1.0244224,1.059973,1.0592034,0.99335474,0.9882954,0.95338243,0.98564786,0.9203479,1.0099027,0.93543226,1.0984145,0.94388413,0.9198377,0.95858896,1.044249,0.9946356,1.0589451,1.0578204,1.051591,1.0315584,1.1001594,1.1209365,1.0512054,0.9458129,1.0176289,1.0575191,1.0291058,1.0412902,1.1609899,1.125279,1.0182872,1.032805,1.0406623,1.0690185,1.1360333,1.1668724,1.0962209,1.0981284,1.175855,1.0260676,1.1322438,1.1511619,1.0854402,1.130514,1.169267,1.018523,0.93073034,0.8501657,1.0422009,1.0560188
oven,1.0642849,1.1143061,1.115275,1.1122154,1.1693397,1.0626149,1.1440794,1.0374087,1.0982807,1.0740516,1.0804508,1.0263981,1.1283243,1.1227455,1.1298134,1.1204528,1.0841229,0.98216736,1.003412,1.1646707,1.13954,1.1562867,1.0758603,1.1225713,1.103274,1.06178,1.069497,1.0309969,1.1248865,1.0475104,1.1503391,1.134368,1.150179,0.71178985,0.7959823,0.63781524,0.32232577,0.0,0.8232876,0.7761136,0.6912746,0.6382655,0.81138885,0.8070017,0.8534723,0.82509637,0.9320813,0.78152657,0.93665403,0.9549111,0.9231571,0.8827541,0.98093396,0.97795194,0.97774184,0.85946774,0.9591503,1.0740124,1.0222337,1.1491575,1.0171791,0.999336,0.94143224,1.0388017,1.0459743,1.0234575,0.9795941,0.9233124,0.9157259,0.87878615,0.8743955,0.91520417,0.88341075,0.9400307,0.8985219,0.92761916,0.85671395,0.8780066,0.9042839,0.9596453,1.0478793,1.0201547,1.1097369,1.0543398,1.09152,1.0761565,1.0449944,1.0707957,1.1581943,1.0908881,1.0511262,1.0465904,1.0600859,1.1442802,1.0598044,1.10186,1.0217297,1.0897435,1.1281755,1.1375707,0.94226015,0.85999864,0.7477504,0.9292707,1.0117974,1.1234741,0.7693648,0.9997988,1.0369438,0.98807967,1.077338,1.1609766,1.1189971,0.97378427,0.9984503,1.0451599,0.9238645,0.9035411,1.0440278,1.0352489,1.1066027,1.1161101,0.9627318,1.0061353,0.76458037,0.99312776,1.0763834,0.9891593,0.9687964,0.97389567,0.9698014,1.1791903,1.0608951,1.1034404,1.1991162,1.1327671,1.0151263,1.0555351,1.0969447,1.0441178,1.0459976,1.1228038,0.999148,1.0262759,1.0297068,1.0568643,1.0460169,1.0891188,1.1022408,1.0759332,1.126242,1.1125033,0.9817293,1.1448367,1.0958611,1.0274134,1.0668868,1.1317406,0.95184845,0.89885664,0.70123076,0.98404735,1.0961967
couch,1.1549258,1.1210515,1.110883,1.1541079,1.0992879,1.064517,1.1151795,1.1545901,1.1673297,1.1402508,1.1330478,1.0931257,1.0649493,1.1284536,1.1405487,1.0703927,1.0534424,1.0054377,1.036095,1.0236609,1.0861707,1.0465058,1.0766867,1.042036,1.0589542,1.0275872,0.96103144,1.0210251,1.0397775,1.1157011,1.1177747,1.0633957,1.0556685,0.6995739,0.6578504,0.72764957,0.8093078,0.8232876,0.0,0.44671422,0.5799378,0.78887284,0.8426055,0.80933,0.87151045,0.6744724,0.66193676,0.58085644,0.61170125,0.7611266,0.9918646,0.951826,0.94746244,0.96387386,1.06753,1.0451226,0.9277451,1.0200403,0.9544885,1.0675303,0.99849004,0.9569888,0.8783707,0.96124804,1.0452855,1.1280463,1.1504264,1.1310802,1.1367868,1.1545675,1.1119887,1.162103,1.0769086,1.0435941,1.1576065,1.1499565,1.0814259,1.1091034,1.0887756,1.1369342,1.0883558,1.107156,1.1746825,1.2140234,1.173095,1.1673242,1.1429563,1.1349356,1.17578,1.2058499,1.1771255,1.1807128,1.1868881,1.0940001,1.0962881,0.9637628,1.0056379,1.0856252,1.1312941,1.0767251,1.1013756,1.0944608,1.0488733,1.0714123,1.0598217,1.0772662,0.80090034,0.95810264,0.98350716,1.1142871,1.1514839,1.1188766,1.0774792,1.0375203,0.91486216,0.92667,0.9033299,0.93719757,1.0057602,1.0827746,1.0913713,1.0833116,1.1119279,0.924067,0.842618,0.9281543,1.0218621,0.9541483,0.74183357,0.65968025,0.50146973,1.0895451,1.0089344,1.1021878,1.0055767,1.0061231,0.8307897,0.86211216,0.86670583,0.80706584,0.848379,0.863014,0.9161835,0.84866214,0.88384897,0.86049545,0.95854884,1.0250354,0.9781163,0.89995605,0.96861935,1.0472518,1.0395675,0.9602458,0.98043567,0.77540433,0.9276407,0.99117815,0.9398035,0.9677876,0.9581542,0.9778052,1.0884998
bed,1.0627359,1.1255721,1.0807612,1.1025958,1.0577469,1.0704032,1.1081368,1.068316,1.1092894,1.1250334,1.0952648,1.0602126,1.0583676,1.0532945,1.0652081,1.0509107,1.0023893,1.0409799,1.0429372,0.96517295,1.0423255,1.038599,1.128242,1.1077714,1.1311774,1.0014151,0.98368955,1.0458304,1.0633898,1.1065382,1.1127895,1.088393,1.0679215,0.5512295,0.5261458,0.6190026,0.82035226,0.7761136,0.44671422,0.0,0.47240704,0.7260732,0.76332253,0.71662265,0.8800388,0.46491003,0.85406023,0.71284103,0.7946045,0.7788665,0.9680076,0.95565903,0.97624415,0.93683875,1.0333436,1.0083148,0.95931983,1.0362908,1.0169117,1.1604539,1.0800948,1.0311373,0.92872417,1.0179472,0.9861989,1.1930202,1.2039967,1.1715437,1.1020846,1.0626314,1.1700084,1.1468195,1.0673696,1.0592719,1.1144928,1.1196381,1.0575842,1.0973011,1.0850793,1.0947909,1.1022258,1.1344937,1.1518967,1.1165884,1.217423,1.1721102,1.1858454,1.1871583,1.1224508,1.1515751,1.1478655,1.1308935,1.1380509,1.0468358,1.0882941,1.044265,1.0134922,1.1045294,1.1436865,1.0759048,1.0128406,1.0687867,0.9945208,1.0695368,0.98415613,1.0970596,0.83182883,0.97668296,1.0104547,1.0935287,1.1470118,1.1447344,1.1149812,0.99686605,0.9337467,1.0631326,0.889437,0.9352393,1.044241,1.0311188,1.1494979,1.1681167,1.1335281,0.9513284,0.8446894,1.0519017,1.1354644,0.96040344,0.64315486,0.6163042,0.37801117,1.1317592,0.97351795,1.0766422,1.0813832,1.0546972,0.8299532,0.6934561,0.8659773,0.8863465,0.90903306,0.95688957,0.98881286,0.869677,0.9352294,0.94606966,1.0554333,1.1024007,1.0288049,0.8656486,1.0305463,1.0221916,0.9550096,0.9955727,0.9984144,0.94902116,1.0079521,1.0020913,0.9769312,0.88550293,1.0018488,0.9479252,1.1279054
closet,1.1309354,1.1677402,1.1396557,1.1312306,1.078733,1.0985178,1.1341614,1.1764971,1.2142886,1.2024322,1.172682,1.104411,1.1377735,1.1015857,1.0942192,1.1367301,1.0673299,1.0937935,1.0744162,1.0606921,1.127449,1.1352885,1.1234692,1.0970321,1.0778153,1.0306954,0.9728073,0.97074854,1.0728457,1.0488724,1.0623509,1.0206721,0.9956276,0.5047355,0.675984,0.65044534,0.5988556,0.6912746,0.5799378,0.47240704,0.0,0.40146214,0.6100806,0.6762601,0.88252354,0.61022747,0.823473,0.6352278,0.727182,0.8375443,1.0017183,0.9961283,0.97849584,1.0108361,1.0829833,1.010753,0.97809744,1.0547835,0.8988808,1.147919,1.0933338,1.0375028,0.90177554,0.9506977,0.8765494,1.150228,1.1702807,1.1432731,1.1458018,1.171234,1.1790578,1.1612034,1.0944569,1.1236968,1.1278911,1.057905,1.0695297,1.0643702,1.0924168,1.1584187,1.0835087,1.1364127,1.0772742,1.1448207,1.2501396,1.1930486,1.1922172,1.1201478,1.1098171,1.1973581,1.15994,1.1205099,1.1389571,1.1088014,1.103441,0.9925753,0.92865807,1.0905161,1.1239406,1.013713,1.0104219,1.08326,1.0199597,0.9967564,0.9162848,1.057201,0.8077588,0.9260279,0.92073226,1.1304086,1.0908561,1.1198547,1.1172104,1.0626385,1.0090681,1.0510875,0.89967656,0.9615999,1.0217065,0.95605755,1.059417,1.0922525,1.037221,0.8896168,0.74942946,0.9042406,1.0319573,0.92350626,0.6853998,0.72741055,0.7443999,1.1209363,1.021393,1.0984458,1.1308073,1.0520644,0.80710876,0.7627468,0.7990336,0.7947009,0.83677053,0.9509487,0.9715665,0.8719993,0.8891897,0.9098201,1.0465474,1.0936548,1.0695099,0.9713852,1.0196533,1.1127577,1.0004202,0.969658,0.99557894,0.8822808,0.9475645,0.9861441,1.0173494,0.90246505,0.95931345,0.99358064,1.061174
drawer,1.1288327,1.1564305,1.101995,1.1305077,1.1109588,1.1330594,1.1259272,1.1559384,1.2003316,1.2120929,1.1536962,1.1367786,1.1855539,1.1906809,1.1327249,1.1849735,1.1555407,1.1401966,1.1527991,1.0824554,1.1306019,1.1038438,1.091608,1.1052496,1.0807474,1.056228,1.0379664,1.0470041,1.1249976,1.0647581,1.0717099,1.0733417,1.0223565,0.71067,0.75191176,0.6375363,0.72910416,0.6382655,0.78887284,0.7260732,0.40146214,0.0,0.72762066,0.7599846,0.89925396,0.71973825,0.7167688,0.5093408,0.7773482,0.8400155,1.0361521,1.0082554,0.9763401,0.92356765,1.0460696,1.0268313,0.99253047,1.0358517,0.9427138,1.1259043,1.1406809,1.0373251,0.9485631,0.9827447,0.8581265,1.1459394,1.0754755,1.0828677,1.0619247,1.0547204,1.0606344,1.111768,1.1256359,1.1993994,1.045168,1.0666625,1.1115003,1.0145737,1.0958107,1.0398189,1.0097312,1.0834899,1.1685643,1.1128603,1.1986496,1.1440004,1.1194662,1.1298429,1.1439266,1.1638787,1.1010695,1.061313,1.1024294,1.1094781,1.0665435,1.0224504,0.9645409,0.9609189,0.9577216,0.98805106,0.88085437,0.98727995,0.85075825,0.9041214,0.98761857,0.93838924,0.8853187,0.92737454,0.90235704,0.961689,0.88553274,0.9476945,1.0281686,1.0744276,0.9501783,0.84026396,0.8730316,1.0029982,1.0138317,0.8488061,0.9918624,0.94709694,0.82270855,0.7935058,0.3947264,0.79481256,0.9603822,0.9657036,0.89578915,0.90020853,0.87481636,1.0320393,0.9886236,0.9759088,1.103026,1.0941126,1.0053991,0.9948306,1.0263884,1.0007938,1.013865,1.0738728,1.0554407,1.0652976,1.0031517,1.0588858,1.0705508,1.0591286,1.0894852,1.008464,1.0261252,1.0956804,1.0087614,0.9971096,0.9848307,0.92883104,0.92683065,1.0140857,1.0135965,0.902393,0.8790312,0.96000826,1.0628371
door,1.0930318,1.0718157,1.1137885,1.0588087,1.0514147,1.091773,1.1140168,1.0489541,1.1700008,1.1153985,1.1070545,1.1080872,1.1741318,1.1462662,1.1487235,1.0964172,1.0295259,1.0502797,1.0122567,1.04028,1.0479255,1.0995322,1.0211358,1.0449935,1.0363257,1.0470934,1.0222945,1.0083036,1.0121762,1.0448954,1.0135742,1.0210972,1.0490241,0.6848653,0.8340895,0.84800684,0.7410488,0.81138885,0.8426055,0.76332253,0.6100806,0.72762066,0.0,0.44943005,0.9392894,0.82746553,0.81732774,0.84263396,0.8279815,0.9359152,1.0099963,1.0566235,0.9444648,0.9225267,1.0006629,0.98341537,0.9798876,0.938023,0.8871917,1.0192176,1.0518138,0.96564955,0.87250835,0.88333684,0.804374,1.0595461,1.0370467,0.9860358,1.0736635,1.0838459,1.053648,1.0636649,1.0178958,1.0743895,1.0330353,1.0294963,1.0244234,1.0829283,1.0147599,1.1290114,1.0564152,1.0619242,1.0334085,1.0295558,1.0800097,1.1230798,1.1450869,1.1158864,1.1229577,1.1573081,1.0760194,1.0996708,1.0671577,0.96625936,1.0565952,0.96766216,0.96255344,1.0636835,1.1024871,1.0775299,1.0048021,1.0164802,0.9745727,0.96209675,1.066639,1.0522372,0.9209702,0.9079425,0.89292073,0.947117,1.0426118,1.0329173,1.0079917,1.0379671,1.1047344,1.0640945,1.0399133,0.9884837,1.0146439,1.0025893,1.0470929,1.0258048,1.0271916,0.94247764,0.8219614,0.80864,0.9897395,0.96474683,0.9976124,0.95697546,0.9367858,1.0249013,1.0536343,1.0690022,0.9855196,0.9533545,0.9995206,1.0286729,1.0306783,1.0306567,0.9539513,1.0071716,1.0343204,0.98749053,0.99798495,1.0303259,1.0037676,1.0472888,1.0448177,1.0325712,1.0803173,1.0980238,1.073008,1.0693004,0.97155833,0.9852234,0.9613735,1.0705667,1.0900705,0.8005112,0.9600404,1.0292243,1.0089995
window,1.0872258,1.078117,1.0550996,1.0444337,1.0517908,1.1323645,1.1656395,1.0741322,1.1794735,1.1926286,1.095789,1.0587205,1.19353,1.1560119,1.1356806,1.112448,1.0549883,1.0549206,1.0306424,1.0338553,1.0246935,1.070374,0.98644567,0.98510575,1.0663373,1.0327432,0.99405104,0.9858058,0.8986192,0.9962383,0.9460956,1.044066,0.97234195,0.68204564,0.7947246,0.780123,0.8262806,0.8070017,0.80933,0.71662265,0.6762601,0.7599846,0.44943005,0.0,0.9706488,0.8130132,0.81783485,0.81803095,0.8524172,0.84502804,0.9894153,1.0028108,1.0468221,0.9186788,1.0278777,0.98587257,1.0193006,0.8899253,0.80569583,1.0128504,0.97334415,0.98176193,0.9115603,0.9114591,0.8169838,1.1131446,1.1023299,1.0822985,1.0751442,1.0917121,1.0713285,1.094353,1.1195058,1.1484644,1.068371,1.1148446,1.080941,1.0929427,1.0573212,1.0678003,1.0929176,1.1308236,1.0185875,1.0744565,1.0978987,1.1557945,1.1462597,1.1605114,1.1454012,1.053213,1.1015054,1.039701,1.0350522,0.96751106,0.98254794,0.94004124,0.9879965,1.0969194,1.084694,1.0961492,0.9955391,1.028572,0.9848348,0.9535413,1.0631149,1.0406246,0.9120867,0.93037164,0.9137675,0.9650809,1.052315,1.0421809,0.9664705,1.0132629,1.0090592,1.0079825,0.9392892,0.95160973,0.9707945,0.9864113,1.0730448,0.999125,1.0009235,0.94604754,0.84887385,0.95942056,0.9701375,0.9071782,0.9268845,0.88725746,0.8372266,1.0471318,1.0520418,1.0129377,1.0620699,0.9797419,0.9830805,0.9885935,1.0523194,1.0171729,1.0146469,1.0702747,0.9937539,1.0490577,1.0258516,1.0873237,0.9465467,0.9921444,1.0186918,1.0741476,1.095972,1.131367,0.9810742,1.0361408,0.964663,1.0428793,1.0447224,1.07823,1.0960327,0.8463103,0.9690671,1.0518533,0.9344304
stroller,1.0794758,1.0850748,1.0660803,1.0916593,1.077003,1.0628651,1.0438619,1.1433858,1.1572951,1.0699271,1.0420442,1.006463,0.94122386,1.0034188,1.0372069,0.92775834,0.96872985,0.9975743,1.0764831,1.0215694,1.0360978,1.0548565,1.1357033,1.1111324,1.1678959,1.0870583,1.0510052,0.98590565,1.0822935,1.0599749,1.10057,1.1016183,1.1074983,0.91464734,0.9029586,0.92037326,0.8590087,0.8534723,0.87151045,0.8800388,0.88252354,0.89925396,0.9392894,0.9706488,0.0,0.43165314,0.8267492,0.79981816,0.73494446,0.8328577,0.7864156,0.82800174,0.46739346,0.80922097,0.9447193,0.96870655,0.9866467,1.0733944,1.0033972,1.085892,0.96913964,0.96244204,0.7311356,0.75185454,0.923661,1.1325912,1.1344941,1.1773326,1.1203437,1.1110389,1.1328981,1.1324062,1.0628847,1.0822958,1.1777431,1.1124872,1.0696788,1.0042938,1.1290867,1.1800202,1.2232386,1.1599016,1.1454194,1.209907,1.1880282,1.20603,1.1484139,1.1314775,1.1765338,1.1421506,1.1436746,1.0929832,1.0795344,1.1822782,1.0833112,1.0049577,1.1157805,1.0217476,1.0527215,1.0060716,1.0265584,1.0035788,0.9620249,0.9740171,0.9381354,1.033363,0.74183583,1.0355333,0.9591586,0.93697464,1.0572529,1.0611739,1.1504381,1.1405345,1.081689,1.055169,1.0259876,1.0942547,1.1223929,1.1232709,1.0233979,1.0250937,1.1314658,0.7834236,0.89671475,0.97896653,1.1354698,1.0599873,0.98883766,0.8390057,0.97880995,1.1472776,1.1552297,1.0770696,1.0387468,1.0242296,0.85655653,0.86022043,0.90913725,0.8187088,0.9188066,0.99106574,0.982377,0.8541899,0.887643,0.9615305,0.93929935,0.96094793,0.9894758,0.79720795,0.8798641,0.8731601,0.8691099,1.0492482,0.720329,0.78004414,0.90886694,0.9477151,0.94823647,0.95262593,0.8739604,0.9365207,1.1238705
crib,1.0924385,1.209311,1.0887454,1.1492971,1.1174155,1.0647774,1.1091107,1.1450539,1.1330109,1.1514821,1.1020229,1.0538157,0.9884626,1.008033,1.029457,1.0361391,1.0180712,1.0263082,1.1114317,0.9782636,1.0707692,1.0770991,1.1050107,1.1004431,1.1411369,1.0632665,1.045954,1.0028853,1.0695637,1.0983443,1.0241187,1.0037798,0.98917055,0.70810974,0.7556311,0.77695173,0.8697517,0.82509637,0.6744724,0.46491003,0.61022747,0.71973825,0.82746553,0.8130132,0.43165314,0.0,0.7450447,0.6804593,0.73630476,0.884134,0.99661285,0.97232443,0.80628496,0.9767083,1.0724162,0.9806401,0.99174416,1.0460767,1.0624058,1.1158962,1.0620466,1.0030721,0.75809014,0.84456927,0.8963419,1.2462938,1.2144648,1.1919733,1.1250815,1.1432892,1.1636462,1.1640329,1.0980381,1.1080724,1.1281741,1.1272507,1.1772957,1.0183282,1.1437817,1.1254357,1.201657,1.1245828,1.0591198,1.1083924,1.2093096,1.2003224,1.2187743,1.182767,1.1780708,1.1827656,1.1699,1.1468546,1.136609,1.1567225,1.0567139,1.0484841,1.1077709,1.135257,1.1267133,1.0266827,1.0025544,1.0251724,1.0371891,1.0509979,0.9183314,1.041662,0.8504989,0.9930094,1.0028533,1.0904424,1.079762,1.1101443,1.1893308,1.0601559,0.9205159,1.0291809,0.890046,0.9628012,0.9534148,0.9306078,1.0566758,1.0357339,1.0396305,0.7983406,0.7891768,0.9945002,1.128231,0.9532686,0.7763485,0.6470025,0.6874217,1.0974442,1.0140822,0.9983287,1.0963436,0.97665066,0.8598781,0.7517852,0.9410894,0.9291543,0.9646135,1.0108964,1.0011668,0.8888926,0.90996224,0.98099566,1.0463715,0.95663893,0.9664029,0.79430795,1.0214126,0.9144652,0.919572,0.9992086,0.6959838,0.9208401,0.99789166,1.0377225,1.0034885,0.88807863,0.9409635,0.89782965,1.1115948
bench,1.1012642,1.0046539,1.0199085,1.0938357,1.0541741,1.1130991,1.1101401,1.0159321,1.1208496,1.0371506,1.07042,1.085758,1.1081973,1.0786959,1.0622286,1.0153239,1.0480893,1.0355119,1.1496274,1.1653095,1.1096617,1.0857576,1.1400042,1.0981076,1.0456485,1.0771736,1.1349475,1.1061552,1.1786968,1.0758606,1.1125458,1.0605798,1.0844387,0.88471335,0.83285236,0.90236264,0.9779076,0.9320813,0.66193676,0.85406023,0.823473,0.7167688,0.81732774,0.81783485,0.8267492,0.7450447,0.0,0.52474016,0.5777087,0.83258337,1.0634542,1.0334592,0.8691639,0.861247,1.1142642,1.0768731,0.98392975,0.9378515,0.7637417,0.91634285,0.82079434,0.887679,0.6179906,0.6543455,0.851636,1.1298901,1.1837313,1.1727701,1.1604774,1.1709745,1.0747732,1.0824468,1.0805768,1.1215382,1.0884341,1.1855316,1.1581769,1.0944407,1.1698488,1.1748874,1.0887649,1.0927784,1.2065301,1.1301804,1.113635,1.032563,1.1303126,1.0599339,1.0891999,1.1504947,1.0559427,1.0704151,1.0486479,0.9815795,0.92127955,0.9923973,1.0938625,1.056435,0.9752953,1.0260158,0.9844346,0.8894808,0.9778431,1.0558017,1.045727,0.96696585,0.9154902,0.9749016,0.93074304,0.86060953,0.9976108,0.9497979,0.99960905,1.0650443,0.954672,0.9133003,0.9124663,0.9243647,0.9456376,1.0228084,0.9946282,0.9085397,0.9991835,0.73814327,0.7609639,0.9059039,1.0521249,0.99770355,0.9768666,0.8562011,0.8398112,1.0789376,1.0973539,1.065283,1.0196166,1.1070905,1.0079005,1.0121301,1.037137,1.0306007,1.0215199,1.0150186,0.9468305,1.0089264,0.9553396,1.0171418,0.989953,0.9628471,1.0081098,1.0216868,1.0879604,1.0103463,0.99386406,1.0153081,0.97008765,0.99907225,0.9788943,1.0527055,1.0500569,0.85250545,0.9611078,0.97387755,0.9858206
