"","target","min_distance","cleaned_target","object","source","log_prop","in_cdi","num_direct_children","direct_parent","path_1","path_2","path_3","path_4","path_5","path_6"
"187","coin.n.01",1,"coin","coin","vqa",-10.4983049990229,FALSE,1,"entity.n.01","coin",NA,NA,NA,NA,NA
"188","comb.n.04",2,"comb","comb","vqa_yoloe",-8.06649578137486,TRUE,0,"body_part.n.01","body part","comb",NA,NA,NA,NA
"189","compact_disk.n.01",3,"compact disk","cd","vqa",-10.903770107131,FALSE,0,"device.n.01","object","device","compact disk",NA,NA,NA
"190","computer.n.01",4,"computer","computer","vqa",-6.13733177354682,FALSE,1,"machine.n.01","object","device","machine","computer",NA,NA
"191","computer_monitor.n.01",4,"computer monitor","computer monitor","vqa",-7.83571717199741,FALSE,0,"monitor.n.04","object","device","monitor","computer monitor",NA,NA
"192","computer_screen.n.01",3,"computer screen","computer screen","vqa",-9.39969271035475,FALSE,0,"device.n.01","object","device","computer screen",NA,NA,NA
"193","conciliator.n.01",3,"conciliator","pacifier","vqa",-10.4983049990229,FALSE,0,"person.n.01","object","person","conciliator",NA,NA,NA
"194","cone.n.01",2,"cone","cone","vqa",-7.4380342043313,FALSE,0,"object.n.01","object","cone",NA,NA,NA,NA
"195","container.n.01",2,"container","container","vqa",-4.59476133328735,FALSE,39,"object.n.01","object","container",NA,NA,NA,NA
"196","control.n.09",3,"control","controller","vqa",-10.2106229265711,FALSE,3,"device.n.01","object","device","control",NA,NA,NA
"197","convertible.n.03",5,"convertible","sofa bed","vqa",-10.4983049990229,FALSE,0,"sofa.n.01","object","furniture","seat","sofa","convertible",NA
"198","conveyance.n.03",2,"conveyance","conveyance",NA,NA,NA,7,"object.n.01","object","conveyance",NA,NA,NA,NA
"199","cookie.n.01",3,"cookie","biscuit","vqa",-9.80515781846292,FALSE,0,"cake.n.03","food","cake","cookie",NA,NA,NA
"200","cookie.n.01",3,"cookie","cookie","vqa_yoloe",-7.75374745930105,TRUE,0,"cake.n.03","food","cake","cookie",NA,NA,NA
"201","cookie_cutter.n.01",4,"cookie cutter","cookie cutter","vqa",-10.2106229265711,FALSE,0,"kitchen_utensil.n.01","object","utensil","kitchen utensil","cookie cutter",NA,NA
"202","cord.n.01",2,"cord","cord","vqa",-9.80515781846292,FALSE,2,"object.n.01","object","cord",NA,NA,NA,NA
"203","corn.n.01",4,"corn","corn","vqa_yoloe",-9.41809315700636,TRUE,1,"cereal.n.01","object","grass","cereal","corn",NA,NA
"204","counter.n.01",4,"counter","counter","vqa",-8.13118138489125,FALSE,1,"table.n.02","object","furniture","table","counter",NA,NA
"205","countertop.n.01",3,"countertop","countertop","vqa",-8.26471277751577,FALSE,0,"surface.n.01","object","surface","countertop",NA,NA,NA
"206","cow.n.01",3,"cow","cow","vqa_yoloe",-8.00245875612038,TRUE,0,"animal.n.01","object","animal","cow",NA,NA,NA
"207","cracker.n.01",3,"cracker","cracker","yoloe",-6.43339093611795,TRUE,1,"bread.n.01","food","bread","cracker",NA,NA,NA
"208","crayon.n.01",3,"crayon","crayon","vqa_yoloe",-4.92258802252124,TRUE,0,"writing_implement.n.01","object","writing implement","crayon",NA,NA,NA
"209","crib.n.01",4,"crib","crib","vqa_yoloe",-4.57320829866764,TRUE,0,"baby_bed.n.01","object","furniture","baby bed","crib",NA,NA
"210","crockery.n.01",3,"crockery","dishware","vqa",-10.2106229265711,FALSE,0,"tableware.n.01","object","tableware","crockery",NA,NA,NA
"211","crocodile.n.01",3,"crocodile","crocodile","vqa",-10.903770107131,FALSE,0,"animal.n.01","object","animal","crocodile",NA,NA,NA
"212","cube.n.04",3,"cube","cube","vqa",-9.39969271035475,FALSE,0,"shrub.n.01","object","shrub","cube",NA,NA,NA
"213","cuboid.n.01",1,"cuboid","cuboid","vqa",-10.903770107131,FALSE,0,"entity.n.01","cuboid",NA,NA,NA,NA,NA
"214","cucumber.n.01",3,"cucumber","cucumber","vqa",-10.2106229265711,FALSE,0,"melon.n.02","object","melon","cucumber",NA,NA,NA
"215","cup.n.01",3,"cup","cup","vqa_yoloe",-2.16019917106236,TRUE,2,"container.n.01","object","container","cup",NA,NA,NA
"216","cupboard.n.01",2,"cupboard","cupboard","vqa",-5.40047315989645,FALSE,0,"object.n.01","object","cupboard",NA,NA,NA,NA
"217","cupcake.n.01",3,"cupcake","cupcake","vqa",-8.19571990602882,FALSE,0,"cake.n.03","food","cake","cupcake",NA,NA,NA
"218","curtain.n.01",3,"curtain","curtain","vqa",-3.37409515687731,FALSE,1,"blind.n.03","object","blind","curtain",NA,NA,NA
"219","cylinder.n.02",1,"cylinder","cylinder","vqa",-9.65100713863566,FALSE,0,"entity.n.01","cylinder",NA,NA,NA,NA,NA
"220","dagger.n.01",5,"dagger","sticker","vqa",-9.80515781846292,FALSE,0,"knife.n.02","object","device","weapon","knife","dagger",NA
"221","dame.n.01",6,"dame","bird","vqa_yoloe",-7.4107294465989,TRUE,0,"girl.n.01","object","person","adult","woman","girl","dame"
"222","dame.n.01",6,"dame","doll","vqa_yoloe",-4.03691332179129,TRUE,0,"girl.n.01","object","person","adult","woman","girl","dame"
"223","dame.n.01",6,"dame","skirt","vqa",-10.4983049990229,FALSE,0,"girl.n.01","object","person","adult","woman","girl","dame"
"224","dame.n.02",5,"dame","lady","vqa",-7.00179743755638,TRUE,0,"woman.n.01","object","person","adult","woman","dame",NA
"225","deck.n.02",4,"deck","deck","vqa",-9.51747574601114,FALSE,0,"packet.n.03","object","container","packet","deck",NA,NA
"226","decoration.n.01",2,"decoration","decoration","vqa",-9.1990220148926,FALSE,6,"object.n.01","object","decoration",NA,NA,NA,NA
"227","decoration.n.01",2,"decoration","ornament","vqa",-8.70654552979481,FALSE,6,"object.n.01","object","decoration",NA,NA,NA,NA
"228","deer.n.01",3,"deer","deer","vqa_yoloe",-9.7047732496023,TRUE,2,"animal.n.01","object","animal","deer",NA,NA,NA
"229","desk.n.01",4,"desk","desk","vqa",-5.85071409715082,FALSE,0,"table.n.02","object","furniture","table","desk",NA,NA
"230","detergent.n.01",1,"detergent","detergent","vqa",-9.1990220148926,FALSE,0,"entity.n.01","detergent",NA,NA,NA,NA,NA
"231","device.n.01",2,"device","device",NA,NA,NA,55,"object.n.01","object","device",NA,NA,NA,NA
"232","diaper.n.01",3,"diaper","diaper","vqa_yoloe",-7.40338490016142,TRUE,0,"clothing.n.01","object","clothing","diaper",NA,NA,NA
"233","diaper.n.01",3,"diaper","napkin","vqa_yoloe",-5.48879886202285,TRUE,0,"clothing.n.01","object","clothing","diaper",NA,NA,NA
"234","dining_table.n.01",3,"dining table","dining table","vqa",-9.51747574601114,FALSE,0,"furniture.n.01","object","furniture","dining table",NA,NA,NA
"235","dinosaur.n.01",3,"dinosaur","dinosaur","vqa",-8.82432856545119,FALSE,0,"animal.n.01","object","animal","dinosaur",NA,NA,NA
"236","dish.n.02",1,"dish","dish","vqa_yoloe",-8.65346894912162,TRUE,8,"entity.n.01","dish",NA,NA,NA,NA,NA
"237","dish_rack.n.01",3,"dish rack","dish rack","vqa",-6.19423990581869,FALSE,0,"rack.n.01","object","rack","dish rack",NA,NA,NA
"238","dishwasher.n.01",3,"dishwasher","dishwasher","vqa",-6.31371355895299,FALSE,0,"home_appliance.n.01","object","home appliance","dishwasher",NA,NA,NA
"239","disk.n.02",3,"disk","disc","vqa",-9.51747574601114,FALSE,1,"device.n.01","object","device","disk",NA,NA,NA
"240","dixie_cup.n.01",4,"dixie cup","paper cup","vqa",-8.82432856545119,FALSE,0,"cup.n.01","object","container","cup","dixie cup",NA,NA
"241","dog.n.01",3,"dog","dog","vqa_yoloe",-3.5228888982443,TRUE,3,"animal.n.01","object","animal","dog",NA,NA,NA
"242","dog_food.n.01",1,"dog food","dog food","vqa",-10.903770107131,FALSE,0,"entity.n.01","dog food",NA,NA,NA,NA,NA
"243","dollhouse.n.01",4,"dollhouse","dollhouse","vqa",-9.39969271035475,FALSE,0,"house.n.01","object","building","house","dollhouse",NA,NA
"244","dolphinfish.n.02",4,"dolphinfish","dolphin","vqa",-9.98747937525687,FALSE,0,"fish.n.01","object","animal","fish","dolphinfish",NA,NA
"245","door.n.01",2,"door","door","vqa_yoloe",-2.47831246075605,TRUE,1,"object.n.01","object","door",NA,NA,NA,NA
"246","doorbell.n.01",5,"doorbell","doorbell","vqa",-10.4983049990229,FALSE,0,"switch.n.01","object","device","control","switch","doorbell",NA
"247","doorframe.n.01",2,"doorframe","doorframe","vqa",-5.36840628409979,FALSE,0,"object.n.01","object","doorframe",NA,NA,NA,NA
"248","dough.n.01",1,"dough","dough","vqa",-9.65100713863566,FALSE,1,"entity.n.01","dough",NA,NA,NA,NA,NA
"249","doughnut.n.02",3,"doughnut","donut","vqa",-9.65100713863566,TRUE,0,"cake.n.03","food","cake","doughnut",NA,NA,NA
"250","dragon.n.02",3,"dragon","dragon","vqa",-9.98747937525687,FALSE,0,"person.n.01","object","person","dragon",NA,NA,NA
"251","drawer.n.01",2,"drawer","drawer","vqa_yoloe",-5.85426645145858,TRUE,0,"object.n.01","object","drawer",NA,NA,NA,NA
"252","drawing_card.n.01",3,"drawing card","draw","vqa",-9.98747937525687,TRUE,0,"person.n.01","object","person","drawing card",NA,NA,NA
"253","dress.n.01",3,"dress","dress","vqa_yoloe",-7.50297379384467,TRUE,0,"clothing.n.01","object","clothing","dress",NA,NA,NA
"254","dressing_table.n.01",4,"dressing table","dresser","vqa",-5.73328611209288,FALSE,0,"table.n.02","object","furniture","table","dressing table",NA,NA
"255","drill.n.02",4,"drill","drill","vqa",-8.41886345734303,FALSE,0,"monkey.n.01","object","animal","monkey","drill",NA,NA
"256","drinking_fountain.n.01",2,"drinking fountain","water fountain","vqa",-9.80515781846292,FALSE,0,"object.n.01","object","drinking fountain",NA,NA,NA,NA
"257","drum.n.01",4,"drum","drum","vqa",-7.06431779453772,FALSE,1,"musical_instrument.n.01","object","device","musical instrument","drum",NA,NA
"258","drumstick.n.02",3,"drumstick","drumstick","vqa",-10.903770107131,FALSE,1,"stick.n.01","object","stick","drumstick",NA,NA,NA
"259","dryer.n.01",2,"dryer","dryer","yoloe",-4.72542935877049,TRUE,0,"object.n.01","object","dryer",NA,NA,NA,NA
"260","duck.n.01",3,"duck","duck","vqa_yoloe",-8.13566928870193,TRUE,1,"animal.n.01","object","animal","duck",NA,NA,NA
"261","dumbbell.n.01",4,"dumbbell","dumbbell","vqa",-8.37804146282277,FALSE,0,"weight.n.02","object","sports equipment","weight","dumbbell",NA,NA
"262","dustpan.n.02",3,"dustpan","dustpan","vqa",-8.46142307176182,FALSE,0,"container.n.01","object","container","dustpan",NA,NA,NA
"263","earphone.n.01",3,"earphone","earphone","vqa",-9.98747937525687,FALSE,1,"device.n.01","object","device","earphone",NA,NA,NA
"264","earphone.n.01",3,"earphone","headphone","vqa",-9.98747937525687,FALSE,1,"device.n.01","object","device","earphone",NA,NA,NA
"265","earphone.n.01",3,"earphone","phone","vqa",-4.35197574135397,FALSE,1,"device.n.01","object","device","earphone",NA,NA,NA
"266","easel.n.01",4,"easel","easel","vqa",-10.903770107131,FALSE,0,"tripod.n.01","object","device","tripod","easel",NA,NA
"267","egg.n.01",2,"egg","egg","vqa_yoloe",-5.57449450591741,TRUE,0,"object.n.01","object","egg",NA,NA,NA,NA
"268","egg_yolk.n.01",1,"egg yolk","egg yolk","vqa",-9.65100713863566,FALSE,0,"entity.n.01","egg yolk",NA,NA,NA,NA,NA
"269","eggplant.n.01",3,"eggplant","eggplant","vqa",-10.903770107131,FALSE,0,"vegetable.n.01","food","vegetable","eggplant",NA,NA,NA
"270","electric_mixer.n.01",5,"electric mixer","electric mixer","vqa",-10.903770107131,FALSE,0,"mixer.n.04","object","utensil","kitchen utensil","mixer","electric mixer",NA
"271","electric_refrigerator.n.01",4,"electric refrigerator","fridge","vqa",-5.17367032415745,FALSE,0,"refrigerator.n.01","object","home appliance","refrigerator","electric refrigerator",NA,NA
"272","electronic_equipment.n.01",2,"electronic equipment","electronic equipment",NA,NA,NA,2,"object.n.01","object","electronic equipment",NA,NA,NA,NA
"273","elephant.n.01",3,"elephant","elephant","vqa_yoloe",-7.78450974774076,TRUE,0,"animal.n.01","object","animal","elephant",NA,NA,NA
"274","elk.n.01",4,"elk","moose","yoloe",-12.6646594754332,TRUE,0,"deer.n.01","object","animal","deer","elk",NA,NA
"275","enclosure.n.01",2,"enclosure","enclosure","vqa",-10.903770107131,FALSE,4,"object.n.01","object","enclosure",NA,NA,NA,NA
"276","entity.n.01",0,"entity","entity",NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
"277","envelope.n.01",3,"envelope","envelope","vqa",-10.903770107131,FALSE,0,"container.n.01","object","container","envelope",NA,NA,NA
"278","exercise_bike.n.01",3,"exercise bike","exercise bike","vqa",-9.65100713863566,FALSE,0,"device.n.01","object","device","exercise bike",NA,NA,NA
"279","eye.n.01",2,"eye","eye","yoloe",-9.32533749748918,TRUE,0,"body_part.n.01","body part","eye",NA,NA,NA,NA
"280","fabric.n.01",2,"fabric","cloth","vqa",-4.98085210255816,FALSE,2,"object.n.01","object","fabric",NA,NA,NA,NA
"281","face.n.04",3,"face","face","vqa_yoloe",-8.37333400837456,TRUE,0,"surface.n.01","object","surface","face",NA,NA,NA
"282","fan.n.01",3,"fan","fan","vqa",-4.2116863646244,FALSE,0,"device.n.01","object","device","fan",NA,NA,NA
"283","faucet.n.01",4,"faucet","faucet","vqa",-7.62662537413885,FALSE,0,"control.n.09","object","device","control","faucet",NA,NA
"284","feather.n.01",2,"feather","feather","vqa",-10.903770107131,FALSE,0,"object.n.01","object","feather",NA,NA,NA,NA
"285","fence.n.01",2,"fence","fence","vqa",-5.46135239660923,FALSE,2,"object.n.01","object","fence",NA,NA,NA,NA
"286","file.n.03",3,"file","file cabinet","vqa",-10.903770107131,FALSE,0,"furniture.n.01","object","furniture","file",NA,NA,NA
"287","finger.n.01",2,"finger","finger","vqa_yoloe",-7.90278917801809,TRUE,0,"body_part.n.01","body part","finger",NA,NA,NA,NA
"288","fire.n.04",4,"fire","fire","vqa",-10.903770107131,FALSE,0,"fireplace.n.01","object","enclosure","fireplace","fire",NA,NA
"289","fire_engine.n.01",4,"fire engine","fire truck","vqa",-9.98747937525687,FALSE,0,"truck.n.01","object","container","truck","fire engine",NA,NA
"290","fire_extinguisher.n.01",3,"fire extinguisher","fire extinguisher","vqa",-7.98599937504675,FALSE,0,"device.n.01","object","device","fire extinguisher",NA,NA,NA
"291","fireplace.n.01",3,"fireplace","fireplace","vqa",-5.41070866379048,FALSE,1,"enclosure.n.01","object","enclosure","fireplace",NA,NA,NA
"292","fireplug.n.01",3,"fireplug","fire hydrant","vqa",-9.80515781846292,FALSE,0,"tube.n.01","object","tube","fireplug",NA,NA,NA
"293","fireplug.n.01",3,"fireplug","plug","vqa",-9.80515781846292,FALSE,0,"tube.n.01","object","tube","fireplug",NA,NA,NA
"294","fish.n.01",3,"fish","fish","vqa_yoloe",-6.56476263111709,TRUE,2,"animal.n.01","object","animal","fish",NA,NA,NA
"295","fishbowl.n.02",3,"fishbowl","fishbowl","vqa",-10.903770107131,FALSE,0,"container.n.01","object","container","fishbowl",NA,NA,NA
"296","fixture.n.01",2,"fixture","fixture","vqa",-6.76860355038867,FALSE,6,"object.n.01","object","fixture",NA,NA,NA,NA
"297","flag.n.01",3,"flag","flag","vqa_yoloe",-6.86017187623012,TRUE,1,"decoration.n.01","object","decoration","flag",NA,NA,NA
"298","flamingo.n.01",3,"flamingo","flamingo","vqa",-10.2106229265711,FALSE,0,"animal.n.01","object","animal","flamingo",NA,NA,NA
"299","flashlight.n.01",4,"flashlight","flashlight","vqa",-10.903770107131,FALSE,0,"lamp.n.01","object","device","lamp","flashlight",NA,NA
"300","floor.n.02",2,"floor","floor","vqa",-3.64359894113054,FALSE,1,"object.n.01","object","floor",NA,NA,NA,NA
"301","floor.n.02",2,"floor","story","yoloe",-8.20915006399956,TRUE,1,"object.n.01","object","floor",NA,NA,NA,NA
"302","floor_lamp.n.01",3,"floor lamp","floor lamp","vqa",-10.903770107131,FALSE,0,"furniture.n.01","object","furniture","floor lamp",NA,NA,NA
"303","flower.n.01",2,"flower","flower","vqa_yoloe",-4.44008110559497,TRUE,1,"object.n.01","object","flower",NA,NA,NA,NA
"304","flowerbed.n.01",2,"flowerbed","flower bed","vqa",-9.98747937525687,FALSE,0,"object.n.01","object","flowerbed",NA,NA,NA,NA
"305","food.n.02",1,"food","food","vqa_yoloe",-4.92534845835165,TRUE,6,"entity.n.01","food",NA,NA,NA,NA,NA
"306","football.n.02",3,"football","football","vqa",-7.90803783357704,FALSE,0,"ball.n.01","object","ball","football",NA,NA,NA
"307","footstool.n.01",5,"footstool","ottoman","vqa",-7.76827589120188,FALSE,0,"stool.n.01","object","furniture","seat","stool","footstool",NA
"308","footwear.n.02",2,"footwear","footwear",NA,NA,NA,2,"object.n.01","object","footwear",NA,NA,NA,NA
"309","fork.n.01",3,"fork","fork","vqa_yoloe",-4.76649527806508,TRUE,0,"tableware.n.01","object","tableware","fork",NA,NA,NA
"310","foundation.n.03",2,"foundation","foot","vqa_yoloe",-8.08469926953043,TRUE,0,"object.n.01","object","foundation",NA,NA,NA,NA
"311","fox.n.01",3,"fox","fox","vqa",-10.903770107131,FALSE,0,"animal.n.01","object","animal","fox",NA,NA,NA
"312","frame.n.02",3,"frame","frame","vqa",-6.65527486508167,FALSE,0,"photograph.n.01","object","photograph","frame",NA,NA,NA
"313","frisbee.n.01",4,"frisbee","frisbee","vqa",-9.65100713863566,FALSE,0,"disk.n.02","object","device","disk","frisbee",NA,NA
"314","frog.n.01",3,"frog","frog","vqa_yoloe",-6.97817384655676,TRUE,0,"animal.n.01","object","animal","frog",NA,NA,NA
"315","fruit.n.01",2,"fruit","fruit","vqa",-7.17807667989438,FALSE,1,"object.n.01","object","fruit",NA,NA,NA,NA
"316","furniture.n.01",2,"furniture","furniture",NA,NA,NA,11,"object.n.01","object","furniture",NA,NA,NA,NA
"317","game.n.01",1,"game","game","yoloe",-10.1965599439616,TRUE,3,"entity.n.01","game",NA,NA,NA,NA,NA
"318","garage.n.01",3,"garage","garage","yoloe",-8.88960232507826,TRUE,0,"building.n.01","object","building","garage",NA,NA,NA
"319","garden.n.03",3,"garden","garden","vqa_yoloe",-9.02069214320407,TRUE,0,"yard.n.02","object","yard","garden",NA,NA,NA
"320","garden_hose.n.01",3,"garden hose","garden hose","vqa",-10.903770107131,FALSE,0,"tube.n.01","object","tube","garden hose",NA,NA,NA
"321","garlic.n.01",2,"garlic","garlic","vqa",-10.903770107131,FALSE,0,"object.n.01","object","garlic",NA,NA,NA,NA
"322","gate.n.01",2,"gate","gate","vqa",-8.26471277751577,FALSE,0,"object.n.01","object","gate",NA,NA,NA,NA
"323","gelatin.n.02",1,"gelatin","jelly","yoloe",-5.91355800649649,TRUE,0,"entity.n.01","gelatin",NA,NA,NA,NA,NA
"324","ghost.n.01",1,"ghost","ghost","vqa",-10.903770107131,FALSE,0,"entity.n.01","ghost",NA,NA,NA,NA,NA
"325","giant_panda.n.01",3,"giant panda","panda","vqa",-8.95785995807572,FALSE,0,"animal.n.01","object","animal","giant panda",NA,NA,NA
"326","gift.n.01",1,"gift","gift","vqa",-10.903770107131,FALSE,1,"entity.n.01","gift",NA,NA,NA,NA,NA
"327","giraffe.n.01",3,"giraffe","giraffe","vqa_yoloe",-8.57769027273412,TRUE,0,"animal.n.01","object","animal","giraffe",NA,NA,NA
"328","girl.n.01",5,"girl","girl","vqa",-4.36563028336336,TRUE,2,"woman.n.01","object","person","adult","woman","girl",NA
"329","glass.n.02",3,"glass","glasses","vqa_yoloe",-5.85162285610978,TRUE,0,"container.n.01","object","container","glass",NA,NA,NA
"330","glass.n.07",3,"glass","glass","vqa_yoloe",-5.8539336473492,TRUE,0,"tableware.n.01","object","tableware","glass",NA,NA,NA
"331","glue.n.01",1,"glue","glue","yoloe",-5.95926520858279,TRUE,0,"entity.n.01","glue",NA,NA,NA,NA,NA
"332","goal.n.03",2,"goal","goal","vqa",-9.65100713863566,FALSE,2,"object.n.01","object","goal",NA,NA,NA,NA
"333","goat.n.01",3,"goat","goat","vqa",-10.903770107131,FALSE,0,"animal.n.01","object","animal","goat",NA,NA,NA
"334","goose.n.01",3,"goose","goose","yoloe",-10.9599113831948,TRUE,0,"animal.n.01","object","animal","goose",NA,NA,NA
"335","grapeshot.n.01",4,"grapeshot","grape","vqa_yoloe",-8.00116281428244,FALSE,0,"weapon.n.01","object","device","weapon","grapeshot",NA,NA
"336","grass.n.01",2,"grass","grass","vqa_yoloe",-5.02139304119731,TRUE,1,"object.n.01","object","grass",NA,NA,NA,NA
"337","gravy_boat.n.01",3,"gravy boat","boat","vqa_yoloe",-8.06358392279654,TRUE,0,"container.n.01","object","container","gravy boat",NA,NA,NA
"338","grillroom.n.01",3,"grillroom","grill","vqa",-7.72571627678308,FALSE,0,"building.n.01","object","building","grillroom",NA,NA,NA
"339","guitar.n.01",4,"guitar","guitar","vqa",-5.37038061840351,FALSE,1,"musical_instrument.n.01","object","device","musical instrument","guitar",NA,NA
"340","gull.n.02",3,"gull","seagull","vqa",-10.4983049990229,FALSE,0,"animal.n.01","object","animal","gull",NA,NA,NA
"341","guy.n.01",5,"guy","cat","vqa_yoloe",-4.04174841825189,TRUE,0,"man.n.01","object","person","adult","man","guy",NA
"342","gym_shoe.n.01",4,"gym shoe","sneaker","yoloe",-5.53825071040976,TRUE,0,"shoe.n.01","object","footwear","shoe","gym shoe",NA,NA
"343","hair.n.01",2,"hair","hair","vqa_yoloe",-7.24093415588497,TRUE,0,"object.n.01","object","hair",NA,NA,NA,NA
"344","hairbrush.n.01",3,"hairbrush","hairbrush","vqa",-10.4983049990229,FALSE,0,"brush.n.02","object","brush","hairbrush",NA,NA,NA
"345","hamburger.n.01",3,"hamburger","hamburger","yoloe",-7.92408465243895,TRUE,0,"sandwich.n.01","dish","sandwich","hamburger",NA,NA,NA
"346","hammock.n.02",4,"hammock","hammock","vqa",-9.11201063790297,FALSE,0,"bed.n.01","object","furniture","bed","hammock",NA,NA
"347","hamster.n.01",3,"hamster","hamster","vqa",-9.98747937525687,FALSE,0,"animal.n.01","object","animal","hamster",NA,NA,NA
"348","hand_blower.n.01",3,"hand blower","hair dryer","vqa",-8.82432856545119,FALSE,0,"device.n.01","object","device","hand blower",NA,NA,NA
"349","handcart.n.01",3,"handcart","cart","vqa",-9.11201063790297,FALSE,2,"container.n.01","object","container","handcart",NA,NA,NA
"350","handle.n.01",2,"handle","handle","vqa",-9.80515781846292,FALSE,0,"object.n.01","object","handle",NA,NA,NA,NA
"351","hanging.n.01",3,"hanging","wall hanging","vqa",-9.03196793022944,FALSE,0,"decoration.n.01","object","decoration","hanging",NA,NA,NA
"352","harp.n.01",4,"harp","harp","vqa",-10.903770107131,FALSE,0,"musical_instrument.n.01","object","device","musical instrument","harp",NA,NA
"353","hat.n.01",3,"hat","hat","vqa_yoloe",-4.95632600745165,TRUE,0,"clothing.n.01","object","clothing","hat",NA,NA,NA
"354","hat.n.01",3,"hat","lid","vqa",-9.80515781846292,FALSE,0,"clothing.n.01","object","clothing","hat",NA,NA,NA
"355","head.n.01",2,"head","head","yoloe",-6.381645344347,TRUE,0,"body_part.n.01","body part","head",NA,NA,NA,NA
"356","heater.n.01",3,"heater","heater","vqa",-9.80515781846292,FALSE,2,"device.n.01","object","device","heater",NA,NA,NA
"357","helicopter.n.01",3,"helicopter","helicopter","yoloe",-9.94336404758102,TRUE,0,"conveyance.n.03","object","conveyance","helicopter",NA,NA,NA
"358","helmet.n.01",2,"helmet","helmet","vqa",-7.90803783357704,FALSE,0,"object.n.01","object","helmet",NA,NA,NA,NA
"359","hen.n.01",3,"hen","hen","yoloe",-8.60249381157538,TRUE,0,"animal.n.01","object","animal","hen",NA,NA,NA
"360","hired_hand.n.01",3,"hired hand","hand","vqa_yoloe",-5.37013085535171,TRUE,0,"person.n.01","object","person","hired hand",NA,NA,NA
"361","hockey_stick.n.01",3,"hockey stick","hockey stick","vqa",-10.2106229265711,FALSE,0,"sports_equipment.n.01","object","sports equipment","hockey stick",NA,NA,NA
"362","hog.n.03",3,"hog","pig","vqa_yoloe",-8.32635306696648,TRUE,0,"animal.n.01","object","animal","hog",NA,NA,NA
"363","home_appliance.n.01",2,"home appliance","home appliance",NA,NA,NA,8,"object.n.01","object","home appliance",NA,NA,NA,NA
"364","honeycomb.n.01",2,"honeycomb","honeycomb","vqa",-10.903770107131,FALSE,0,"object.n.01","object","honeycomb",NA,NA,NA,NA
"365","hookah.n.01",3,"hookah","water pipe","vqa",-9.03196793022944,FALSE,0,"tube.n.01","object","tube","hookah",NA,NA,NA
"366","hoop.n.02",2,"hoop","ring","vqa",-6.86071883929648,FALSE,1,"object.n.01","object","hoop",NA,NA,NA,NA
"367","horse.n.01",3,"horse","horse","vqa_yoloe",-7.32827457810588,TRUE,3,"animal.n.01","object","animal","horse",NA,NA,NA
"368","hosiery.n.01",3,"hosiery","hose","vqa_yoloe",-7.72540941804902,TRUE,2,"clothing.n.01","object","clothing","hosiery",NA,NA,NA
"369","house.n.01",3,"house","house","vqa",-3.8394385211068,TRUE,1,"building.n.01","object","building","house",NA,NA,NA
"370","human_body.n.01",2,"human body","build","vqa",-6.17638228841869,TRUE,0,"object.n.01","object","human body",NA,NA,NA,NA
"371","human_body.n.01",2,"human body","shape",NA,NA,NA,0,"object.n.01","object","human body",NA,NA,NA,NA
"372","ice.n.01",1,"ice","ice","yoloe",-9.10931141394383,TRUE,0,"entity.n.01","ice",NA,NA,NA,NA,NA
"373","ice_cream.n.01",1,"ice cream","ice cream","vqa",-10.4983049990229,TRUE,0,"entity.n.01","ice cream",NA,NA,NA,NA,NA
"374","ice_lolly.n.01",1,"ice lolly","popsicle","yoloe",-6.1926223477303,TRUE,0,"entity.n.01","ice lolly",NA,NA,NA,NA,NA
"375","iron.n.02",3,"iron","iron","vqa",-10.4983049990229,FALSE,0,"sports_equipment.n.01","object","sports equipment","iron",NA,NA,NA
"376","ironing_board.n.01",4,"ironing board","ironing board","vqa",-9.98747937525687,FALSE,0,"board.n.03","object","sheet","board","ironing board",NA,NA
"377","jacket.n.01",4,"jacket","jacket","vqa_yoloe",-6.72430984518549,TRUE,0,"coat.n.01","object","clothing","coat","jacket",NA,NA
"378","jar.n.01",3,"jar","jar","vqa_yoloe",-6.35559154063204,TRUE,1,"container.n.01","object","container","jar",NA,NA,NA
"379","jean.n.01",4,"jean","jean","vqa_yoloe",-7.76441034056711,FALSE,0,"trouser.n.01","object","clothing","trouser","jean",NA,NA
"380","jello.n.01",1,"jello","jello","yoloe",-4.45856711409036,TRUE,0,"entity.n.01","jello",NA,NA,NA,NA,NA
"381","jigsaw_puzzle.n.01",3,"jigsaw puzzle","jigsaw puzzle","vqa",-9.80515781846292,FALSE,0,"puzzle.n.02","object","puzzle","jigsaw puzzle",NA,NA,NA
"382","juice.n.01",1,"juice","juice","yoloe",-8.79345846452535,TRUE,0,"entity.n.01","juice",NA,NA,NA,NA,NA
"383","kangaroo.n.01",3,"kangaroo","kangaroo","vqa",-9.98747937525687,FALSE,0,"animal.n.01","object","animal","kangaroo",NA,NA,NA
"384","kennel.n.01",2,"kennel","dog house","vqa",-9.29433219469693,FALSE,0,"object.n.01","object","kennel",NA,NA,NA,NA
"385","kettle.n.01",5,"kettle","kettle","vqa",-6.24505915421491,FALSE,0,"pot.n.01","object","utensil","kitchen utensil","pot","kettle",NA
"386","key.n.01",3,"key","key","vqa_yoloe",-10.1503817967633,FALSE,0,"device.n.01","object","device","key",NA,NA,NA
"387","key.n.09",2,"key","paint","vqa",-5.55904636776884,TRUE,0,"object.n.01","object","key",NA,NA,NA,NA
