n_subjects,intersection_size,categories
11,160,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'zebra', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'swing', 'jar', 'napkin', 'pillow', 'potato', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'game', 'elephant', 'grass', 'horse', 'balloon', 'pastry', 'towel', 'toe', 'bathtub', 'helicopter', 'bear', 'belt', 'pumpkin', 'penguin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'sauce', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'deer', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'duck', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'mop', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'giraffe', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin', 'tricycle']"
12,160,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'zebra', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'swing', 'jar', 'napkin', 'pillow', 'potato', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'game', 'elephant', 'grass', 'horse', 'balloon', 'pastry', 'towel', 'toe', 'bathtub', 'helicopter', 'bear', 'belt', 'pumpkin', 'penguin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'sauce', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'deer', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'duck', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'mop', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'giraffe', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin', 'tricycle']"
13,160,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'zebra', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'swing', 'jar', 'napkin', 'pillow', 'potato', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'game', 'elephant', 'grass', 'horse', 'balloon', 'pastry', 'towel', 'toe', 'bathtub', 'helicopter', 'bear', 'belt', 'pumpkin', 'penguin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'sauce', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'deer', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'duck', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'mop', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'giraffe', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin', 'tricycle']"
14,160,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'zebra', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'swing', 'jar', 'napkin', 'pillow', 'potato', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'game', 'elephant', 'grass', 'horse', 'balloon', 'pastry', 'towel', 'toe', 'bathtub', 'helicopter', 'bear', 'belt', 'pumpkin', 'penguin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'sauce', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'deer', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'duck', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'mop', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'giraffe', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin', 'tricycle']"
15,158,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'zebra', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'swing', 'jar', 'napkin', 'pillow', 'potato', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'grass', 'horse', 'balloon', 'pastry', 'towel', 'toe', 'bathtub', 'helicopter', 'bear', 'belt', 'pumpkin', 'penguin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'sauce', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'deer', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'duck', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'giraffe', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin', 'tricycle']"
16,158,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'zebra', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'swing', 'jar', 'napkin', 'pillow', 'potato', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'grass', 'horse', 'balloon', 'pastry', 'towel', 'toe', 'bathtub', 'helicopter', 'bear', 'belt', 'pumpkin', 'penguin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'sauce', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'deer', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'duck', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'giraffe', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin', 'tricycle']"
17,158,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'zebra', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'swing', 'jar', 'napkin', 'pillow', 'potato', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'grass', 'horse', 'balloon', 'pastry', 'towel', 'toe', 'bathtub', 'helicopter', 'bear', 'belt', 'pumpkin', 'penguin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'sauce', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'deer', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'duck', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'giraffe', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin', 'tricycle']"
18,158,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'zebra', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'swing', 'jar', 'napkin', 'pillow', 'potato', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'grass', 'horse', 'balloon', 'pastry', 'towel', 'toe', 'bathtub', 'helicopter', 'bear', 'belt', 'pumpkin', 'penguin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'sauce', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'deer', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'duck', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'giraffe', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin', 'tricycle']"
19,155,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'zebra', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'swing', 'jar', 'napkin', 'pillow', 'potato', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'grass', 'horse', 'balloon', 'pastry', 'towel', 'toe', 'bathtub', 'bear', 'belt', 'pumpkin', 'penguin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'sauce', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'deer', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin', 'tricycle']"
20,153,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'zebra', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'swing', 'jar', 'napkin', 'pillow', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'grass', 'horse', 'balloon', 'pastry', 'towel', 'toe', 'bathtub', 'bear', 'belt', 'pumpkin', 'penguin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'sauce', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'deer', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin']"
21,150,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'zebra', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'jar', 'napkin', 'pillow', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'grass', 'horse', 'balloon', 'towel', 'toe', 'bathtub', 'bear', 'belt', 'pumpkin', 'penguin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'deer', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin']"
22,147,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'chips', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'jar', 'napkin', 'pillow', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'grass', 'horse', 'balloon', 'towel', 'toe', 'bathtub', 'bear', 'belt', 'pumpkin', 'truck', 'book', 'window', 'firetruck', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'applesauce', 'glasses', 'pajamas', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin']"
23,144,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'tooth', 'radio', 'paper', 'hat', 'plant', 'stick', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'jar', 'napkin', 'pillow', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'grass', 'horse', 'balloon', 'towel', 'toe', 'bathtub', 'bear', 'belt', 'pumpkin', 'truck', 'book', 'window', 'slide', 'lamp', 'bird', 'sandwich', 'watch', 'bib', 'vacuum', 'nail', 'shirt', 'pen', 'table', 'closet', 'couch', 'rock', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'glasses', 'pajamas', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin']"
24,140,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'eye', 'corn', 'pencil', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'tooth', 'radio', 'paper', 'hat', 'plant', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'jar', 'napkin', 'pillow', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'grass', 'horse', 'balloon', 'towel', 'toe', 'bathtub', 'belt', 'pumpkin', 'truck', 'book', 'window', 'slide', 'lamp', 'bird', 'watch', 'bib', 'vacuum', 'nail', 'shirt', 'pen', 'table', 'closet', 'couch', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'toy', 'clock', 'pig', 'hand', 'tray', 'snow', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'glasses', 'pajamas', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin']"
25,137,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'corn', 'pencil', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'tooth', 'radio', 'paper', 'hat', 'plant', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'jar', 'napkin', 'pillow', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'horse', 'balloon', 'towel', 'toe', 'bathtub', 'belt', 'pumpkin', 'truck', 'book', 'window', 'slide', 'lamp', 'bird', 'watch', 'bib', 'vacuum', 'nail', 'shirt', 'pen', 'table', 'closet', 'couch', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'purse', 'pony', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'mouth', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'toy', 'clock', 'hand', 'tray', 'snow', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'glasses', 'pajamas', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin']"
26,134,"['sock', 'flower', 'soup', 'drawer', 'stroller', 'egg', 'foot', 'hair', 'corn', 'pencil', 'slipper', 'fork', 'doll', 'soap', 'dress', 'can', 'tooth', 'radio', 'paper', 'hat', 'plant', 'cracker', 'oven', 'nose', 'boat', 'gum', 'coffee', 'mitten', 'crib', 'finger', 'banana', 'toothbrush', 'raisin', 'broom', 'strawberry', 'dish', 'shoe', 'fish', 'cookie', 'jar', 'napkin', 'pillow', 'carrot', 'spoon', 'bench', 'bowl', 'cat', 'hamburger', 'ankle', 'ladder', 'tape', 'ball', 'jeans', 'chair', 'box', 'elephant', 'horse', 'balloon', 'towel', 'toe', 'bathtub', 'belt', 'pumpkin', 'truck', 'book', 'window', 'slide', 'lamp', 'bird', 'watch', 'bib', 'vacuum', 'nail', 'shirt', 'pen', 'table', 'closet', 'couch', 'blanket', 'scarf', 'basket', 'glove', 'sink', 'alligator', 'pickle', 'pants', 'purse', 'orange', 'car', 'melon', 'ear', 'butterfly', 'necklace', 'cup', 'dog', 'shorts', 'jacket', 'glass', 'knife', 'bottle', 'apple', 'leg', 'sprinkler', 'arm', 'owl', 'milk', 'sweater', 'meat', 'shovel', 'frog', 'rooster', 'toy', 'clock', 'hand', 'tray', 'refrigerator', 'bed', 'plate', 'crayon', 'scissors', 'hose', 'pizza', 'door', 'shower', 'glasses', 'pajamas', 'coat', 'comb', 'tree', 'bucket', 'motorcycle', 'face', 'bread', 'muffin']"
